time,dt,accel_x,accel_y,accel_z,union_g,gyro_x,gyro_y,gyro_z,pressure,temp,ag,-9.823793185
399.760391,0.011102,-0.01197,-0.08379,-9.829764,-9.830128,0.001065,-0.00426,0.001065,99661.44,29.23,-0.006334815,
399.771586,0.011195,0.004788,-0.090972,-9.817794,-9.818217,0.00639,-0.00639,0.003195,99661.44,29.23,0.005576185,
399.78276,0.011174,0.007182,-0.093366,-9.82737,-9.827816,0.00426,-0.003195,0.00213,99661.44,29.23,-0.004022815,
399.793971,0.011212,0,-0.07182,-9.8154,-9.815663,0.00426,-0.005325,0.00426,99661.44,29.23,0.008130185,
399.805213,0.011242,-0.004788,-0.08379,-9.808218,-9.808577,0.00426,-0.005325,0.003195,99661.44,29.23,0.015216185,
399.816308,0.011095,0.002394,-0.076608,-9.8154,-9.815699,-0.001065,-0.00426,0.00213,99661.44,29.23,0.008094185,
399.827621,0.011313,-0.016758,-0.086184,-9.820188,-9.82058,0,-0.00639,0.003195,99661.44,29.23,0.003213185,
399.838713,0.011092,0.002394,-0.093366,-9.820188,-9.820632,0.003195,-0.007455,0.00426,99661.44,29.23,0.003161185,
399.849934,0.011221,0.002394,-0.088578,-9.824976,-9.825376,0.00426,-0.00639,0.005325,99661.44,29.23,-0.001582815,
399.861076,0.011142,-0.02394,-0.076608,-9.82737,-9.827698,0.001065,-0.00426,0.005325,99661.44,29.23,-0.003904815,
399.872397,0.011321,0.004788,-0.093366,-9.836946,-9.83739,0.003195,-0.00639,0.003195,99661.58,29.23,-0.013596815,
399.883514,0.011117,0.01197,-0.090972,-9.841734,-9.842162,0.00213,-0.003195,0.001065,99661.58,29.23,-0.018368815,
399.894653,0.01114,0.009576,-0.088578,-9.829764,-9.830168,0.003195,-0.00426,0.001065,99661.58,29.23,-0.006374815,
399.90581,0.011157,-0.021546,-0.076608,-9.836946,-9.837268,0.005325,-0.00213,0.003195,99661.58,29.23,-0.013474815,
399.916951,0.011141,0,-0.074214,-9.813006,-9.813287,0.00426,-0.00639,0.00426,99661.58,29.23,0.010506185,
399.928229,0.011278,-0.002394,-0.088578,-9.813006,-9.813406,0.001065,-0.00426,0.003195,99661.58,29.23,0.010387185,
399.939405,0.011177,-0.014364,-0.08379,-9.820188,-9.820556,0.005325,-0.00639,0.003195,99661.68,29.23,0.003237185,
399.950537,0.011132,-0.002394,-0.079002,-9.829764,-9.830082,0.00213,-0.00639,0.003195,99661.68,29.23,-0.006288815,
399.961911,0.011374,-0.004788,-0.081396,-9.813006,-9.813345,0.003195,-0.00852,0.005325,99661.68,29.23,0.010448185,
399.973081,0.01117,-0.014364,-0.093366,-9.822582,-9.823036,-0.001065,-0.00213,0.003195,99661.68,29.23,0.000757185,
399.984101,0.011021,0.004788,-0.076608,-9.832158,-9.832458,0.003195,-0.00639,0.00213,99661.68,29.23,-0.008664815,
399.99598,0.011878,0,-0.074214,-9.832158,-9.832438,0.00426,-0.007455,0.00426,99661.68,29.23,-0.008644815,
400.00651,0.01053,-0.009576,-0.088578,-9.844128,-9.844531,0.003195,-0.00426,0.00426,99661.68,29.23,-0.020737815,
400.017732,0.011222,-0.009576,-0.090972,-9.822582,-9.823008,0.003195,-0.00639,0.003195,99661.68,29.23,0.000785185,
400.028887,0.011155,0.007182,-0.081396,-9.8154,-9.81574,0.001065,-0.00639,0.001065,99661.68,29.23,0.008053185,
400.040017,0.011131,-0.009576,-0.079002,-9.832158,-9.83248,0.001065,-0.003195,0.00426,99661.68,29.23,-0.008686815,
400.051455,0.011438,0,-0.08379,-9.832158,-9.832515,0.00426,-0.009585,0.00639,99661.68,29.23,-0.008721815,
400.062489,0.011034,-0.014364,-0.08379,-9.836946,-9.837313,0.001065,-0.005325,0.005325,99661.71,29.23,-0.013519815,
400.073536,0.011047,-0.009576,-0.08379,-9.820188,-9.82055,0.00213,-0.005325,0.00426,99661.71,29.23,0.003243185,
400.08484,0.011305,0.002394,-0.093366,-9.8154,-9.815844,0.00426,-0.007455,0.00213,99661.71,29.23,0.007949185,
400.095931,0.01109,0.014364,-0.076608,-9.820188,-9.820497,0.00213,-0.00639,0.00213,99661.71,29.23,0.003296185,
400.107262,0.011332,-0.01197,-0.093366,-9.820188,-9.820639,0.001065,-0.005325,0.003195,99661.71,29.23,0.003154185,
400.118478,0.011215,-0.009576,-0.09576,-9.8154,-9.815872,0.005325,-0.00426,0.00213,99661.71,29.23,0.007921185,
400.129682,0.011204,-0.002394,-0.07182,-9.822582,-9.822845,0.001065,-0.00426,0.003195,99661.68,29.23,0.000948185,
400.140667,0.010985,0,-0.069426,-9.822582,-9.822827,0.00426,-0.005325,0.003195,99661.68,29.23,0.000966185,
400.151869,0.011203,-0.004788,-0.079002,-9.829764,-9.830083,0.003195,-0.003195,0.00426,99661.68,29.23,-0.006289815,
400.163072,0.011203,-0.009576,-0.081396,-9.817794,-9.818136,0.001065,-0.007455,0.00639,99661.68,29.23,0.005657185,
400.174368,0.011295,-0.004788,-0.08379,-9.832158,-9.832516,0.001065,-0.005325,0.003195,99661.68,29.23,-0.008722815,
400.185412,0.011045,-0.009576,-0.07182,-9.836946,-9.837213,0.003195,-0.00639,0.001065,99661.68,29.23,-0.013419815,
400.196609,0.011196,-0.026334,-0.079002,-9.820188,-9.820541,0.003195,-0.005325,0.00426,99661.73,29.23,0.003252185,
400.207822,0.011214,-0.016758,-0.081396,-9.822582,-9.822934,0.003195,-0.00639,0.003195,99661.73,29.23,0.000859185,
400.218989,0.011166,-0.002394,-0.090972,-9.829764,-9.830185,0.00213,-0.00426,0.00213,99661.73,29.23,-0.006391815,
400.23027,0.011281,0.002394,-0.08379,-9.836946,-9.837303,0.003195,-0.007455,0.005325,99661.73,29.23,-0.013509815,
400.241367,0.011097,-0.01197,-0.088578,-9.836946,-9.837352,0.00213,-0.00426,0.003195,99661.73,29.23,-0.013558815,
400.253238,0.011872,-0.004788,-0.074214,-9.8154,-9.815682,0.001065,-0.00639,0.00213,99661.81,29.23,0.008111185,
400.263353,0.010115,0,-0.081396,-9.824976,-9.825313,0.005325,-0.00639,0.00426,99661.81,29.23,-0.001519815,
400.273483,0.01013,-0.002394,-0.076608,-9.822582,-9.822881,0.001065,-0.005325,0.00213,99661.81,29.23,0.000912185,
400.283617,0.010134,-0.004788,-0.088578,-9.82737,-9.82777,0.003195,-0.005325,0.005325,99661.81,29.23,-0.003976815,
400.293931,0.010313,0.004788,-0.088578,-9.829764,-9.830164,0.001065,-0.00426,0.00426,99661.81,29.23,-0.006370815,
400.304016,0.010085,-0.007182,-0.086184,-9.832158,-9.832538,0.00213,-0.00639,0.005325,99661.81,29.23,-0.008744815,
400.314104,0.010089,-0.009576,-0.074214,-9.810612,-9.810897,0.003195,-0.007455,0.001065,99661.81,29.23,0.012896185,
400.324207,0.010103,0.002394,-0.076608,-9.8154,-9.815699,0.001065,-0.00639,0.003195,99661.81,29.23,0.008094185,
400.334336,0.010129,0,-0.093366,-9.829764,-9.830207,0.003195,-0.003195,0.00426,99661.81,29.23,-0.006413815,
400.344452,0.010116,0.021546,-0.081396,-9.824976,-9.825337,0.00213,-0.00639,0.003195,99661.81,29.23,-0.001543815,
400.354551,0.010099,-0.004788,-0.08379,-9.82737,-9.827728,0,-0.001065,0.00426,99661.81,29.23,-0.003934815,
400.364857,0.010305,0.009576,-0.07182,-9.817794,-9.818061,0.00639,-0.00852,0.005325,99661.81,29.23,0.005732185,
400.375543,0.010687,0,-0.074214,-9.817794,-9.818074,0.001065,-0.007455,0.00213,99661.81,29.23,0.005719185,
400.387815,0.012272,-0.016758,-0.081396,-9.805824,-9.806176,0.00213,-0.00426,0.00426,99661.76,29.23,0.017617185,
400.398002,0.010187,-0.02394,-0.081396,-9.813006,-9.813373,0.00426,-0.00426,0.003195,99661.76,29.23,0.010420185,
400.409192,0.01119,0.002394,-0.088578,-9.805824,-9.806224,0.00213,-0.007455,0.003195,99661.76,29.23,0.017569185,
400.420282,0.011091,0.002394,-0.07182,-9.817794,-9.818057,0.001065,-0.003195,0.00426,99661.76,29.23,0.005736185,
400.431591,0.011308,-0.016758,-0.076608,-9.829764,-9.830077,0.001065,-0.00639,0.003195,99661.76,29.23,-0.006283815,
400.442809,0.011219,0.002394,-0.069426,-9.824976,-9.825222,0.00426,-0.00426,0.003195,99661.76,29.23,-0.001428815,
400.453895,0.011085,-0.004788,-0.09576,-9.810612,-9.811081,-0.001065,-0.005325,0.00426,99661.76,29.23,0.012712185,
400.465257,0.011363,0,-0.093366,-9.822582,-9.823026,0.00426,-0.00639,0.00426,99661.76,29.23,0.000767185,
400.476378,0.011121,0.016758,-0.093366,-9.824976,-9.825434,0.00426,-0.007455,0.001065,99661.76,29.23,-0.001640815,
400.487538,0.011159,-0.014364,-0.081396,-9.813006,-9.813354,0.003195,-0.005325,0.00426,99661.76,29.23,0.010439185,
400.498964,0.011426,-0.002394,-0.086184,-9.824976,-9.825354,0.003195,-0.005325,0.00213,99661.76,29.23,-0.001560815,
400.50979,0.010826,-0.02394,-0.088578,-9.836946,-9.837374,0.00213,-0.007455,0.00426,99661.79,29.23,-0.013580815,
400.520977,0.011187,0,-0.088578,-9.820188,-9.820587,0.001065,-0.00639,0.003195,99661.79,29.23,0.003206185,
400.532327,0.01135,0.002394,-0.102942,-9.832158,-9.832697,0.001065,-0.00426,0.00426,99661.79,29.23,-0.008903815,
400.543402,0.011075,-0.002394,-0.098154,-9.822582,-9.823073,0.005325,-0.00852,0.003195,99661.79,29.23,0.000720185,
400.554654,0.011252,-0.009576,-0.09576,-9.822582,-9.823053,0.001065,-0.007455,0.003195,99661.79,29.23,0.000740185,
400.565699,0.011044,-0.002394,-0.102942,-9.822582,-9.823122,0.00213,-0.00426,0.003195,99661.79,29.23,0.000671185,
400.576924,0.011225,-0.004788,-0.090972,-9.810612,-9.811035,0.003195,-0.007455,0.005325,99661.87,29.23,0.012758185,
400.588118,0.011194,0.007182,-0.090972,-9.817794,-9.818218,0.001065,-0.007455,0.003195,99661.87,29.23,0.005575185,
400.599273,0.011156,0.002394,-0.088578,-9.813006,-9.813406,0.00213,-0.007455,0.00426,99661.87,29.23,0.010387185,
400.610501,0.011228,0.002394,-0.079002,-9.820188,-9.820506,0.00426,-0.00639,0.00426,99661.87,29.23,0.003287185,
400.621646,0.011144,0,-0.088578,-9.829764,-9.830163,0.003195,-0.009585,0.00213,99661.87,29.23,-0.006369815,
400.632851,0.011205,0,-0.100548,-9.820188,-9.820703,0.005325,-0.00639,0.003195,99661.87,29.23,0.003090185,
400.643986,0.011135,-0.009576,-0.09576,-9.820188,-9.82066,0.00213,-0.005325,0.003195,99661.87,29.23,0.003133185,
400.655264,0.011279,-0.028728,-0.088578,-9.829764,-9.830205,0.003195,-0.00639,0.003195,99661.87,29.23,-0.006411815,
400.666352,0.011088,0.004788,-0.064638,-9.83934,-9.839553,0,-0.003195,0.00426,99661.87,29.23,-0.015759815,
400.677522,0.011171,-0.007182,-0.088578,-9.832158,-9.83256,0.005325,-0.007455,0.003195,99661.87,29.23,-0.008766815,
400.688782,0.01126,-0.014364,-0.090972,-9.8154,-9.815832,0.00426,-0.007455,0.003195,99661.87,29.23,0.007961185,
400.699997,0.011215,-0.028728,-0.088578,-9.820188,-9.820629,0.00213,-0.003195,0.00426,99661.89,29.23,0.003164185,
400.711231,0.011234,-0.014364,-0.062244,-9.820188,-9.820396,0.001065,-0.005325,0.003195,99661.89,29.23,0.003397185,
400.722297,0.011066,-0.01197,-0.076608,-9.808218,-9.808524,0.003195,-0.005325,0.00426,99661.89,29.23,0.015269185,
400.733449,0.011152,-0.014364,-0.098154,-9.817794,-9.818295,0.003195,-0.005325,0.005325,99661.89,29.23,0.005498185,
400.744633,0.011184,-0.016758,-0.069426,-9.817794,-9.818054,0.00213,-0.00639,0.00213,99661.89,29.23,0.005739185,
400.756029,0.011396,0.007182,-0.09576,-9.836946,-9.837415,0.005325,-0.007455,0.005325,99661.89,29.23,-0.013621815,
400.767097,0.011069,-0.009576,-0.08379,-9.817794,-9.818156,0,-0.005325,0.005325,99661.82,29.23,0.005637185,
400.778203,0.011106,-0.019152,-0.086184,-9.810612,-9.811009,0.00213,-0.00426,0.005325,99661.82,29.23,0.012784185,
400.789435,0.011232,-0.014364,-0.08379,-9.82737,-9.827738,0.003195,-0.007455,0.00426,99661.82,29.23,-0.003944815,
400.800672,0.011237,0,-0.079002,-9.82737,-9.827688,0.00213,-0.00639,0.00639,99661.82,29.23,-0.003894815,
400.811779,0.011107,0.01197,-0.088578,-9.82737,-9.827776,0.003195,-0.00639,0.00426,99661.82,29.23,-0.003982815,
400.822962,0.011183,0.007182,-0.069426,-9.810612,-9.81086,0.003195,-0.00852,0.003195,99661.82,29.23,0.012933185,
400.83417,0.011207,-0.019152,-0.102942,-9.810612,-9.811171,0.001065,-0.00639,0.00639,99661.89,29.23,0.012622185,
400.845309,0.011139,0.01197,-0.102942,-9.817794,-9.818341,0.00213,-0.005325,0.001065,99661.89,29.23,0.005452185,
400.856528,0.01122,0.009576,-0.09576,-9.829764,-9.830235,0.00426,-0.00639,0.00213,99661.89,29.23,-0.006441815,
400.867762,0.011233,-0.004788,-0.081396,-9.8154,-9.815739,0,-0.00639,0.00426,99661.89,29.23,0.008054185,
400.879096,0.011334,-0.002394,-0.08379,-9.832158,-9.832515,0.001065,-0.00426,0.003195,99661.89,29.23,-0.008721815,
400.890366,0.01127,0.004788,-0.088578,-9.836946,-9.837346,0.005325,-0.00426,0.00213,99661.84,29.23,-0.013552815,
400.901219,0.010853,-0.002394,-0.093366,-9.820188,-9.820632,0.001065,-0.00639,0.00426,99661.84,29.23,0.003161185,
400.912405,0.011187,-0.002394,-0.093366,-9.820188,-9.820632,0.001065,-0.00426,0.005325,99661.84,29.23,0.003161185,
400.923649,0.011244,0.002394,-0.090972,-9.824976,-9.825397,0.00213,-0.00639,0.003195,99661.84,29.23,-0.001603815,
400.934843,0.011194,0.004788,-0.090972,-9.8154,-9.815823,0.003195,-0.00639,0.005325,99661.84,29.23,0.007970185,
400.946177,0.011333,-0.002394,-0.090972,-9.836946,-9.837367,0.003195,-0.005325,0.005325,99661.84,29.23,-0.013573815,
400.957187,0.01101,-0.002394,-0.09576,-9.844128,-9.844594,0.00213,-0.00426,0.00426,99661.73,29.23,-0.020800815,
400.968385,0.011197,-0.014364,-0.081396,-9.82737,-9.827718,0.003195,-0.007455,0.005325,99661.73,29.23,-0.003924815,
400.979566,0.011182,-0.004788,-0.093366,-9.824976,-9.825421,0.001065,-0.005325,0.003195,99661.73,29.23,-0.001627815,
400.990816,0.01125,-0.028728,-0.09576,-9.82737,-9.827879,0.001065,-0.005325,0.00426,99661.73,29.23,-0.004085815,
401.001991,0.011174,0.009576,-0.090972,-9.834552,-9.834977,0.00426,-0.00639,0.00213,99661.73,29.23,-0.011183815,
401.013113,0.011123,-0.002394,-0.05985,-9.820188,-9.820371,0.001065,-0.005325,0.003195,99661.73,29.23,0.003422185,
401.024269,0.011156,0,-0.088578,-9.813006,-9.813406,0.001065,-0.00639,0.00426,99661.73,29.23,0.010387185,
401.035481,0.011211,0.004788,-0.093366,-9.829764,-9.830209,0.00426,-0.00852,0.003195,99661.73,29.23,-0.006415815,
401.046717,0.011236,-0.004788,-0.08379,-9.808218,-9.808577,0.001065,-0.005325,0.003195,99661.73,29.23,0.015216185,
401.057818,0.011101,-0.009576,-0.08379,-9.82737,-9.827732,0.003195,-0.005325,0.005325,99661.73,29.23,-0.003938815,
401.069145,0.011327,-0.004788,-0.079002,-9.824976,-9.825295,0.003195,-0.00426,0.00426,99661.73,29.23,-0.001501815,
401.080201,0.011056,-0.016758,-0.08379,-9.834552,-9.834923,0.00213,-0.005325,0.005325,99661.73,29.23,-0.011129815,
401.091472,0.011271,-0.01197,-0.088578,-9.813006,-9.813413,0.00426,-0.005325,0.005325,99661.69,29.23,0.010380185,
401.102625,0.011153,0.026334,-0.067032,-9.834552,-9.834816,0.003195,-0.00426,0.003195,99661.69,29.23,-0.011022815,
401.113817,0.011192,-0.002394,-0.079002,-9.817794,-9.818112,0.001065,-0.00213,0.00426,99661.69,29.23,0.005681185,
401.124997,0.011179,-0.002394,-0.098154,-9.8154,-9.815891,0.00213,-0.00852,0.001065,99661.69,29.23,0.007902185,
401.136171,0.011174,0.01197,-0.088578,-9.82737,-9.827776,0.00213,-0.005325,0.003195,99661.69,29.23,-0.003982815,
401.147359,0.011188,0.004788,-0.076608,-9.817794,-9.818094,0.00213,-0.005325,0.005325,99661.74,29.23,0.005699185,
401.15854,0.011181,-0.004788,-0.09576,-9.820188,-9.820656,0.003195,-0.00213,0.003195,99661.74,29.23,0.003137185,
401.16972,0.01118,-0.016758,-0.08379,-9.817794,-9.818166,0.003195,-0.005325,0.00426,99661.74,29.23,0.005627185,
401.180896,0.011176,-0.009576,-0.09576,-9.822582,-9.823053,0.00639,-0.00852,0.005325,99661.74,29.23,0.000740185,
401.192052,0.011156,0.002394,-0.088578,-9.810612,-9.811012,-0.001065,-0.003195,0.00426,99661.74,29.23,0.012781185,
401.203217,0.011165,-0.009576,-0.088578,-9.829764,-9.830168,0.003195,-0.00426,0.00426,99661.74,29.23,-0.006374815,
401.214481,0.011264,-0.002394,-0.100548,-9.844128,-9.844642,0.005325,-0.007455,0.00426,99661.84,29.23,-0.020848815,
401.225719,0.011239,-0.021546,-0.081396,-9.820188,-9.820549,-0.00213,-0.00426,0.00213,99661.84,29.23,0.003244185,
401.236761,0.011042,-0.007182,-0.088578,-9.822582,-9.822984,0.003195,-0.00852,0.003195,99661.84,29.23,0.000809185,
401.248008,0.011247,0.019152,-0.086184,-9.810612,-9.811009,0.003195,-0.005325,0.003195,99661.84,29.23,0.012784185,
401.259204,0.011196,-0.01197,-0.076608,-9.813006,-9.813312,0.00426,-0.005325,0.00639,99661.84,29.23,0.010481185,
401.270413,0.011209,-0.019152,-0.088578,-9.820188,-9.820606,0.003195,-0.00426,0.00426,99661.84,29.23,0.003187185,
401.281513,0.0111,-0.02394,-0.074214,-9.824976,-9.825285,0.00426,-0.007455,0.00426,99661.89,29.23,-0.001491815,
401.292766,0.011253,0.002394,-0.08379,-9.822582,-9.82294,0.001065,-0.007455,0.00426,99661.89,29.23,0.000853185,
401.303853,0.011086,-0.016758,-0.090972,-9.824976,-9.825411,0.00213,-0.005325,0.00426,99661.89,29.23,-0.001617815,
401.315089,0.011236,-0.007182,-0.093366,-9.82737,-9.827816,0.00426,-0.007455,0.00426,99661.89,29.23,-0.004022815,
401.326264,0.011175,0.004788,-0.105336,-9.817794,-9.81836,0.003195,-0.005325,0.00426,99661.89,29.23,0.005433185,
401.337446,0.011181,0.026334,-0.100548,-9.832158,-9.832707,0.005325,-0.00213,0.00213,99661.89,29.23,-0.008913815,
401.348767,0.011321,0,-0.10773,-9.832158,-9.832748,0.005325,-0.007455,0.00639,99661.89,29.23,-0.008954815,
401.359789,0.011022,-0.016758,-0.086184,-9.82737,-9.827762,0.00426,-0.00639,0.00213,99661.89,29.23,-0.003968815,
401.371039,0.01125,0.009576,-0.074214,-9.820188,-9.820473,0.00426,-0.003195,0.005325,99661.89,29.23,0.003320185,
401.382221,0.011182,-0.01197,-0.08379,-9.834552,-9.834916,0.005325,-0.005325,0.00426,99661.89,29.23,-0.011122815,
401.393344,0.011123,0,-0.100548,-9.82737,-9.827884,0.00213,-0.005325,0.00213,99661.89,29.23,-0.004090815,
401.404655,0.011311,-0.004788,-0.090972,-9.829764,-9.830186,0.00213,-0.005325,0.003195,99661.82,29.23,-0.006392815,
401.415718,0.011063,-0.021546,-0.100548,-9.820188,-9.820726,0.003195,-0.007455,0.003195,99661.82,29.23,0.003067185,
401.426942,0.011224,0.01197,-0.098154,-9.82737,-9.827867,0.005325,-0.007455,0.00426,99661.82,29.23,-0.004073815,
401.43837,0.011428,0.009576,-0.098154,-9.813006,-9.813502,0,-0.00426,0.003195,99661.82,29.23,0.010291185,
401.449389,0.011019,-0.007182,-0.088578,-9.829764,-9.830166,0.00426,-0.00639,0.00426,99661.82,29.23,-0.006372815,
401.46045,0.011061,-0.016758,-0.08379,-9.83934,-9.839711,0.003195,-0.007455,0.00639,99661.82,29.23,-0.015917815,
401.471891,0.01144,-0.004788,-0.09576,-9.824976,-9.825444,0.00213,-0.00426,0.005325,99662,29.23,-0.001650815,
401.48291,0.011019,-0.004788,-0.100548,-9.829764,-9.830279,0.001065,-0.00426,0.003195,99662,29.23,-0.006485815,
401.494041,0.011131,-0.007182,-0.076608,-9.832158,-9.832459,0.003195,-0.00639,0.00213,99662,29.23,-0.008665815,
401.505209,0.011168,0.002394,-0.088578,-9.822582,-9.822982,0.001065,-0.00426,0.00426,99662,29.23,0.000811185,
401.516379,0.011171,-0.007182,-0.08379,-9.829764,-9.830124,0.001065,-0.005325,0.00213,99662,29.23,-0.006330815,
401.527763,0.011383,-0.007182,-0.079002,-9.820188,-9.820508,0.005325,-0.007455,0.00213,99661.97,29.23,0.003285185,
401.53785,0.010088,-0.031122,-0.079002,-9.822582,-9.822949,0.001065,-0.005325,0.00426,99661.97,29.23,0.000844185,
401.548008,0.010157,-0.007182,-0.098154,-9.801036,-9.80153,0.003195,-0.007455,0.005325,99661.97,29.23,0.022263185,
401.558123,0.010116,-0.02394,-0.09576,-9.805824,-9.806321,0.005325,-0.00639,0.003195,99661.97,29.23,0.017472185,
401.56823,0.010107,0.009576,-0.08379,-9.820188,-9.82055,0.00213,-0.00639,0.00213,99661.97,29.23,0.003243185,
401.578363,0.010132,0.004788,-0.08379,-9.822582,-9.822941,0.005325,-0.007455,0.00426,99661.97,29.23,0.000852185,
401.588641,0.010278,-0.019152,-0.081396,-9.810612,-9.810968,0,-0.00426,0.00213,99661.97,29.23,0.012825185,
401.598726,0.010085,-0.016758,-0.09576,-9.805824,-9.806306,0.00213,-0.003195,0.005325,99661.92,29.23,0.017487185,
401.608786,0.01006,-0.01197,-0.098154,-9.829764,-9.830261,0.00426,-0.00852,0.005325,99661.92,29.23,-0.006467815,
401.618899,0.010113,-0.004788,-0.093366,-9.8154,-9.815845,-0.001065,-0.00426,0.003195,99661.92,29.23,0.007948185,
401.629004,0.010105,-0.014364,-0.100548,-9.810612,-9.811138,0.00426,-0.007455,0.005325,99661.92,29.23,0.012655185,
401.639466,0.010462,-0.009576,-0.064638,-9.832158,-9.832375,0.001065,-0.00639,0.005325,99661.92,29.23,-0.008581815,
401.650681,0.011214,-0.007182,-0.079002,-9.82737,-9.82769,0,-0.00213,0.003195,99661.92,29.23,-0.003896815,
401.661819,0.011138,-0.01197,-0.088578,-9.824976,-9.825383,0.00426,-0.00639,0.00213,99661.92,29.23,-0.001589815,
401.672993,0.011174,0.004788,-0.074214,-9.820188,-9.82047,0.00426,-0.00852,0.005325,99661.92,29.23,0.003323185,
401.684157,0.011165,0.009576,-0.098154,-9.829764,-9.830259,0.00213,-0.003195,0.001065,99661.92,29.23,-0.006465815,
401.69539,0.011232,0.004788,-0.076608,-9.82737,-9.82767,0.00213,-0.00426,0.00213,99661.92,29.23,-0.003876815,
401.706557,0.011168,0.01197,-0.081396,-9.829764,-9.830108,0.005325,-0.00639,0.00213,99661.92,29.23,-0.006314815,
401.717745,0.011188,-0.007182,-0.088578,-9.832158,-9.83256,-0.001065,-0.00639,0.00426,99661.93,29.23,-0.008766815,
401.728975,0.011229,-0.002394,-0.090972,-9.834552,-9.834973,0.00213,-0.00639,0.003195,99661.93,29.23,-0.011179815,
401.740161,0.011186,-0.009576,-0.081396,-9.832158,-9.8325,0.00426,-0.007455,0.00213,99661.93,29.23,-0.008706815,
401.751382,0.011222,-0.002394,-0.081396,-9.829764,-9.830101,0.001065,-0.005325,0.00213,99661.93,29.23,-0.006307815,
401.762498,0.011115,-0.002394,-0.093366,-9.820188,-9.820632,0.001065,-0.00639,0.001065,99661.93,29.23,0.003161185,
401.773656,0.011158,-0.007182,-0.074214,-9.829764,-9.830047,0.003195,-0.00639,0.005325,99661.93,29.23,-0.006253815,
401.784859,0.011203,0,-0.074214,-9.822582,-9.822862,0.003195,-0.005325,0,99661.92,29.23,0.000931185,
401.796074,0.011216,-0.004788,-0.079002,-9.824976,-9.825295,0.003195,-0.007455,0.001065,99661.92,29.23,-0.001501815,
401.807728,0.011653,-0.009576,-0.090972,-9.836946,-9.837371,0.00426,-0.005325,0.005325,99661.92,29.23,-0.013577815,
401.818422,0.010694,-0.002394,-0.074214,-9.824976,-9.825257,0.00426,-0.005325,0.003195,99661.92,29.23,-0.001463815,
401.829661,0.01124,-0.01197,-0.07182,-9.82737,-9.82764,0.003195,-0.005325,0.00426,99661.92,29.23,-0.003846815,
401.840809,0.011148,-0.014364,-0.08379,-9.820188,-9.820556,0.00426,-0.005325,0.00426,99661.92,29.23,0.003237185,
401.851967,0.011157,-0.019152,-0.076608,-9.824976,-9.825293,0.00213,-0.00639,0.00639,99662.02,29.23,-0.001499815,
401.863153,0.011186,0,-0.076608,-9.824976,-9.825275,0.00213,-0.00426,0,99662.02,29.23,-0.001481815,
401.874427,0.011274,-0.021546,-0.100548,-9.820188,-9.820726,0.003195,-0.00639,0.003195,99662.02,29.23,0.003067185,
401.886023,0.011597,-0.019152,-0.093366,-9.8154,-9.815863,0.005325,-0.00639,0.00213,99662.02,29.23,0.007930185,
401.896712,0.010689,-0.002394,-0.09576,-9.82737,-9.827837,0.001065,-0.00426,0.00426,99662.02,29.23,-0.004043815,
401.908765,0.012053,0.007182,-0.079002,-9.829764,-9.830084,0.00213,-0.005325,0.00213,99662.02,29.23,-0.006290815,
401.919742,0.010977,0.002394,-0.08379,-9.820188,-9.820546,0.00426,-0.005325,0.005325,99662.02,29.23,0.003247185,
401.930957,0.011215,0.002394,-0.098154,-9.834552,-9.835042,0.003195,-0.003195,0.00426,99662.02,29.23,-0.011248815,
401.941393,0.010437,-0.01197,-0.088578,-9.834552,-9.834958,0.003195,-0.00426,0.00426,99662.02,29.23,-0.011164815,
401.952573,0.01118,0.004788,-0.090972,-9.822582,-9.823004,0.00213,-0.005325,0.00213,99662.02,29.23,0.000789185,
401.963953,0.01138,0.01197,-0.079002,-9.817794,-9.818119,0.00213,-0.005325,0.00213,99662.02,29.23,0.005674185,
401.975026,0.011073,-0.007182,-0.088578,-9.848916,-9.849317,0.003195,-0.00639,0.003195,99662.02,29.23,-0.025523815,
401.986137,0.011111,-0.009576,-0.079002,-9.829764,-9.830086,0.003195,-0.00639,0.005325,99662.02,29.23,-0.006292815,
401.997367,0.011231,-0.004788,-0.074214,-9.817794,-9.818076,0,-0.003195,0.003195,99662.02,29.23,0.005717185,
402.008575,0.011208,-0.004788,-0.088578,-9.82737,-9.82777,0,-0.00213,0.003195,99662.02,29.23,-0.003976815,
402.019739,0.011164,-0.009576,-0.09576,-9.820188,-9.82066,0.00639,-0.007455,0.001065,99662.02,29.23,0.003133185,
402.030964,0.011225,-0.014364,-0.090972,-9.820188,-9.82062,0.003195,-0.00852,0.003195,99662.02,29.23,0.003173185,
402.042106,0.011142,-0.009576,-0.079002,-9.82737,-9.827692,0.001065,-0.00426,0.00639,99661.95,29.23,-0.003898815,
402.053273,0.011167,-0.002394,-0.076608,-9.836946,-9.837245,0.00639,-0.009585,0.003195,99661.95,29.23,-0.013451815,
402.064448,0.011176,0.007182,-0.086184,-9.824976,-9.825357,0.00213,-0.00426,0.005325,99661.95,29.23,-0.001563815,
402.075643,0.011195,-0.007182,-0.090972,-9.829764,-9.830188,0.00213,-0.005325,0.00213,99661.95,29.23,-0.006394815,
402.086906,0.011263,-0.007182,-0.098154,-9.824976,-9.825469,0.00426,-0.005325,0.00426,99661.95,29.23,-0.001675815,
402.098117,0.01121,0.007182,-0.088578,-9.829764,-9.830166,0.003195,-0.005325,0.001065,99661.95,29.23,-0.006372815,
