time,dt,accel_x,accel_y,accel_z,union_g,gyro_x,gyro_y,gyro_z,pressure,temp,ag,
1171.971395,0.011184,0.009576,-0.08379,-9.85131,-9.851671,0.00426,-0.01065,0,99616.43,27.61,-0.02986917,-9.82180183
1171.982573,0.011178,0.007182,-0.067032,-9.860886,-9.861116,0.003195,-0.005325,0.00426,99616.43,27.61,-0.03931417,
1171.993726,0.011153,0.031122,-0.067032,-9.858492,-9.858769,0.001065,-0.00639,0.001065,99616.43,27.61,-0.03696717,
1172.004914,0.011189,0.009576,-0.090972,-9.856098,-9.856522,0.00426,-0.00639,0.001065,99616.43,27.61,-0.03472017,
1172.016079,0.011165,-0.01197,-0.086184,-9.858492,-9.858876,0.005325,-0.005325,0.001065,99616.43,27.61,-0.03707417,
1172.027305,0.011226,0.016758,-0.079002,-9.860886,-9.861217,0.00426,-0.005325,0.00213,99616.43,27.61,-0.03941517,
1172.038562,0.011257,0.007182,-0.069426,-9.848916,-9.849163,0.001065,-0.00426,0,99616.59,27.61,-0.02736117,
1172.048702,0.010141,-0.002394,-0.069426,-9.848916,-9.849161,0.00426,-0.007455,0.00426,99616.59,27.61,-0.02735917,
1172.061734,0.013031,0.004788,-0.07182,-9.870462,-9.870724,0.003195,-0.00426,0.003195,99616.59,27.61,-0.04892217,
1172.071882,0.010148,0.002394,-0.069426,-9.836946,-9.837191,0.003195,-0.005325,0,99616.59,27.61,-0.01538917,
1172.083311,0.011429,-0.002394,-0.086184,-9.829764,-9.830142,0.00426,-0.00852,0.003195,99616.59,27.61,-0.00834017,
1172.093529,0.010219,-0.026334,-0.074214,-9.80343,-9.803746,0.003195,-0.00852,0.00213,99616.62,27.61,0.01805583,
1172.103617,0.010088,-0.016758,-0.074214,-9.798642,-9.798937,0.00213,-0.005325,0.00213,99616.62,27.61,0.02286483,
1172.113886,0.010269,-0.016758,-0.088578,-9.798642,-9.799057,0.00426,-0.00639,0.00213,99616.62,27.61,0.02274483,
1172.123988,0.010102,0.002394,-0.067032,-9.801036,-9.801266,0,-0.007455,0,99616.62,27.61,0.02053583,
1172.13414,0.010152,-0.014364,-0.08379,-9.784278,-9.784647,0.003195,-0.00426,0.003195,99616.62,27.61,0.03715483,
1172.144221,0.010081,-0.02394,-0.07182,-9.784278,-9.784571,0.003195,-0.005325,0.001065,99616.62,27.61,0.03723083,
1172.154318,0.010096,-0.007182,-0.062244,-9.777096,-9.777297,0,-0.005325,-0.001065,99616.62,27.61,0.04450483,
1172.164419,0.010101,-0.007182,-0.081396,-9.786672,-9.787013,0.003195,-0.005325,0.005325,99616.66,27.61,0.03478883,
1172.174527,0.010108,-0.016758,-0.074214,-9.774702,-9.774998,0.00426,-0.00639,0.003195,99616.66,27.61,0.04680383,
1172.184661,0.010134,0,-0.079002,-9.784278,-9.784597,0.00213,-0.005325,0.003195,99616.66,27.61,0.03720483,
1172.195096,0.010435,-0.028728,-0.074214,-9.793854,-9.794177,0.00426,-0.00426,0.003195,99616.66,27.61,0.02762483,
1172.206273,0.011177,0.019152,-0.07182,-9.777096,-9.777379,0.00426,-0.007455,0.00213,99616.66,27.61,0.04442283,
1172.218001,0.011728,0.02394,-0.100548,-9.79146,-9.792006,0.005325,-0.00639,0.00213,99616.66,27.61,0.02979583,
1172.228677,0.010676,0.014364,-0.081396,-9.796248,-9.796597,0,-0.00426,0.001065,99616.66,27.61,0.02520483,
1172.239801,0.011124,0.016758,-0.081396,-9.784278,-9.784631,0.003195,-0.00426,0.00213,99616.66,27.61,0.03717083,
1172.251191,0.01139,0,-0.079002,-9.796248,-9.796567,0.00213,-0.00426,0,99616.66,27.61,0.02523483,
1172.262288,0.011097,0.014364,-0.076608,-9.79146,-9.79177,0.003195,-0.007455,0.003195,99616.66,27.61,0.03003183,
1172.273336,0.011049,0.009576,-0.076608,-9.80343,-9.803734,0.005325,-0.005325,0.003195,99616.66,27.61,0.01806783,
1172.284733,0.011396,0.009576,-0.088578,-9.817794,-9.818198,0.003195,-0.007455,0.00213,99616.7,27.61,0.00360383,
1172.29575,0.011017,-0.002394,-0.076608,-9.801036,-9.801336,0.003195,-0.00426,0.001065,99616.7,27.61,0.02046583,
1172.306957,0.011207,-0.01197,-0.081396,-9.805824,-9.806169,0.001065,-0.005325,0.00213,99616.7,27.61,0.01563283,
1172.318134,0.011177,-0.004788,-0.088578,-9.820188,-9.820589,0.005325,-0.005325,0.003195,99616.7,27.61,0.00121283,
1172.329318,0.011184,0.016758,-0.069426,-9.841734,-9.841993,0.001065,-0.00639,-0.001065,99616.7,27.61,-0.02019117,
1172.340623,0.011305,0,-0.079002,-9.832158,-9.832475,0.00426,-0.00426,0,99616.7,27.61,-0.01067317,
1172.351756,0.011133,0,-0.090972,-9.848916,-9.849336,0.00213,-0.007455,0.00426,99616.82,27.61,-0.02753417,
1172.362821,0.011066,0.014364,-0.076608,-9.844128,-9.844437,0.00426,-0.007455,0.001065,99616.82,27.61,-0.02263517,
1172.374035,0.011214,0.007182,-0.079002,-9.865674,-9.865993,0,-0.00426,0.00213,99616.82,27.61,-0.04419117,
1172.385187,0.011152,-0.002394,-0.07182,-9.870462,-9.870724,0.005325,-0.007455,0.001065,99616.82,27.61,-0.04892217,
1172.396354,0.011167,-0.01197,-0.07182,-9.841734,-9.842003,0.00639,-0.009585,0.001065,99616.82,27.61,-0.02020117,
1172.406694,0.01034,-0.021546,-0.081396,-9.848916,-9.849276,0.001065,-0.00426,0.003195,99616.82,27.61,-0.02747417,
1172.418751,0.012057,-0.007182,-0.07182,-9.868068,-9.868332,0.00426,-0.00426,0.00213,99616.88,27.61,-0.04653017,
1172.43009,0.011339,-0.014364,-0.08379,-9.865674,-9.86604,0.00426,-0.00426,0.003195,99616.88,27.61,-0.04423817,
1172.441103,0.011012,0.002394,-0.067032,-9.860886,-9.861114,0.00426,-0.007455,0.003195,99616.88,27.61,-0.03931217,
1172.45233,0.011228,-0.016758,-0.067032,-9.848916,-9.849158,0.00213,-0.00426,0.003195,99616.88,27.61,-0.02735617,
1172.463475,0.011145,-0.014364,-0.074214,-9.85131,-9.8516,0.003195,-0.00639,0.00213,99616.88,27.61,-0.02979817,
1172.474765,0.01129,0.014364,-0.079002,-9.853704,-9.854031,0.003195,-0.00639,0.00213,99616.86,27.61,-0.03222917,
1172.485939,0.011174,0,-0.088578,-9.85131,-9.851708,0.00213,-0.005325,0,99616.86,27.61,-0.02990617,
1172.497004,0.011065,0.01197,-0.08379,-9.829764,-9.830128,0.00426,-0.00426,0.003195,99616.86,27.61,-0.00832617,
1172.508299,0.011296,-0.004788,-0.079002,-9.824976,-9.825295,0.005325,-0.007455,0.003195,99616.86,27.61,-0.00349317,
1172.519414,0.011115,0.021546,-0.08379,-9.789066,-9.789448,0.001065,-0.00426,0.00213,99616.86,27.61,0.03235383,
1172.530624,0.01121,-0.01197,-0.074214,-9.80343,-9.803718,0,-0.003195,0.003195,99616.86,27.61,0.01808383,
1172.541839,0.011215,-0.021546,-0.07182,-9.808218,-9.808505,0.00426,-0.00639,0.003195,99616.86,27.61,0.01329683,
1172.552945,0.011106,0.02394,-0.079002,-9.79146,-9.791808,0.001065,-0.003195,0.00213,99616.86,27.61,0.02999383,
1172.564116,0.011171,0.004788,-0.079002,-9.796248,-9.796568,0.001065,-0.005325,0.00213,99616.86,27.61,0.02523383,
1172.575452,0.011337,-0.007182,-0.086184,-9.79146,-9.791842,0.003195,-0.00639,0.00213,99616.86,27.61,0.02995983,
1172.5866,0.011148,0.007182,-0.076608,-9.781884,-9.782187,0.005325,-0.007455,0.00426,99616.86,27.61,0.03961483,
1172.597703,0.011103,0.002394,-0.074214,-9.76752,-9.767802,0.00213,-0.003195,0.00213,99616.86,27.61,0.05399983,
1172.608948,0.011245,-0.021546,-0.08379,-9.774702,-9.775085,0.005325,-0.003195,0.00213,99616.83,27.61,0.04671683,
1172.620031,0.011083,-0.004788,-0.07182,-9.77949,-9.779755,0.00426,-0.007455,0.003195,99616.83,27.61,0.04204683,
