time,dt,accel_x,accel_y,accel_z,union_g,gyro_x,gyro_y,gyro_z,pressure,temp,ag,
1430.236194,0.011141,-0.016758,-0.064638,-9.808218,-9.808445,0.003195,-0.007455,0.00213,98550.96,27.13,0.0090981,
1430.247422,0.011227,-0.014364,-0.069426,-9.810612,-9.810868,0.001065,-0.005325,0,98550.96,27.13,0.0066751,
1430.25862,0.011199,-0.028728,-0.067032,-9.798642,-9.798913,0,-0.00426,0.003195,98550.96,27.13,0.0186301,
1430.269839,0.011218,-0.016758,-0.055062,-9.817794,-9.817963,0.005325,-0.00852,0.003195,98550.96,27.13,-0.0004199,
1430.280983,0.011145,-0.019152,-0.069426,-9.817794,-9.818058,0.001065,-0.00639,0.00213,98550.96,27.13,-0.0005149,
1430.292166,0.011183,-0.021546,-0.076608,-9.817794,-9.818117,0.00213,-0.00639,0.001065,98550.96,27.13,-0.0005739,
1430.303346,0.01118,-0.021546,-0.076608,-9.834552,-9.834874,0.00426,-0.00426,0.00213,98550.96,27.13,-0.0173309,
1430.315067,0.011721,0.019152,-0.069426,-9.834552,-9.834816,0.005325,-0.00639,0.001065,98550.96,27.13,-0.0172729,
1430.325682,0.010615,-0.01197,-0.093366,-9.820188,-9.820639,0.003195,-0.005325,0.001065,98550.96,27.13,-0.0030959,
1430.337172,0.01149,-0.019152,-0.08379,-9.824976,-9.825352,0.003195,-0.005325,0.001065,98550.96,27.13,-0.0078089,
1430.348235,0.011063,0.019152,-0.079002,-9.822582,-9.822918,0.00639,-0.009585,0.001065,98550.97,27.13,-0.0053749,
1430.359286,0.01105,-0.014364,-0.088578,-9.813006,-9.813416,0,-0.00426,0.00213,98550.97,27.13,0.0041271,
1430.370469,0.011183,0.002394,-0.05985,-9.829764,-9.829946,0.00213,-0.00639,0.001065,98550.97,27.13,-0.0124029,
1430.381697,0.011228,0.004788,-0.07182,-9.817794,-9.818058,0.005325,-0.007455,0.00213,98550.97,27.13,-0.0005149,
1430.392898,0.011201,0.019152,-0.079002,-9.805824,-9.806161,0.001065,-0.00852,0.00213,98550.97,27.13,0.0113821,
1430.403978,0.01108,-0.007182,-0.079002,-9.829764,-9.830084,0.005325,-0.00426,0.00213,98550.96,27.13,-0.0125409,
1430.415181,0.011203,-0.019152,-0.090972,-9.822582,-9.823022,0.003195,-0.007455,0.003195,98550.96,27.13,-0.0054789,
1430.42636,0.011179,0,-0.062244,-9.832158,-9.832355,0.003195,-0.00639,0.001065,98550.96,27.13,-0.0148119,
1430.437513,0.011153,0.004788,-0.074214,-9.793854,-9.794136,0.003195,-0.00639,0.00213,98550.96,27.13,0.0234071,
1430.448821,0.011308,-0.009576,-0.088578,-9.796248,-9.796653,0.00426,-0.007455,0.001065,98550.96,27.13,0.0208901,
1430.459899,0.011078,-0.019152,-0.08379,-9.817794,-9.81817,0.00426,-0.00426,0.001065,98550.96,27.13,-0.0006269,
1430.471245,0.011347,-0.007182,-0.076608,-9.80343,-9.803732,0.00213,-0.00852,0.001065,98551.1,27.12,0.0138111,
1430.48234,0.011095,0.004788,-0.081396,-9.817794,-9.818133,0.001065,-0.007455,0.003195,98551.1,27.12,-0.0005899,
1430.493443,0.011102,-0.02394,-0.079002,-9.820188,-9.820535,0.003195,-0.007455,0.003195,98551.1,27.12,-0.0029919,
1430.504644,0.011201,-0.021546,-0.064638,-9.822582,-9.822818,0.00213,-0.005325,0.001065,98551.1,27.12,-0.0052749,
1430.515813,0.011168,-0.014364,-0.086184,-9.824976,-9.825364,0.003195,-0.00639,0.00426,98551.1,27.12,-0.0078209,
1430.527126,0.011314,-0.021546,-0.08379,-9.817794,-9.818175,0.003195,-0.00426,0,98551.1,27.12,-0.0006319,
1430.538215,0.011089,0.009576,-0.081396,-9.810612,-9.810954,0.003195,-0.00639,0.00213,98551.23,27.13,0.0065891,
1430.54964,0.011424,0.002394,-0.09576,-9.822582,-9.823049,0.00213,-0.00639,0.00426,98551.23,27.13,-0.0055059,
1430.560566,0.010927,-0.004788,-0.062244,-9.820188,-9.820386,0.003195,-0.003195,0.00426,98551.23,27.13,-0.0028429,
1430.571734,0.011168,-0.009576,-0.069426,-9.822582,-9.822832,0.005325,-0.00639,-0.00213,98551.23,27.13,-0.0052889,
1430.582961,0.011227,-0.009576,-0.074214,-9.817794,-9.818079,0.001065,-0.00426,0.001065,98551.23,27.13,-0.0005359,
1430.594187,0.011225,0,-0.045486,-9.813006,-9.813111,0.00426,-0.00639,0.00213,98551.23,27.13,0.0044321,
1430.605318,0.011131,-0.038304,-0.067032,-9.822582,-9.822885,0.003195,-0.00213,0.00213,98551.23,27.13,-0.0053419,
1430.616516,0.011198,0.026334,-0.074214,-9.8154,-9.815716,0.00426,-0.00852,0.00213,98551.23,27.13,0.0018271,
1430.627704,0.011188,0.002394,-0.076608,-9.82737,-9.827669,0.003195,-0.00426,0.00213,98551.23,27.13,-0.0101259,
1430.638889,0.011185,-0.014364,-0.057456,-9.817794,-9.817973,0.001065,-0.00213,0.00213,98551.23,27.13,-0.0004299,
1430.65026,0.011371,0.014364,-0.067032,-9.80343,-9.80367,0.005325,-0.00852,0,98551.23,27.13,0.0138731,
1430.66122,0.01096,-0.019152,-0.081396,-9.808218,-9.808574,0.003195,-0.005325,0.00426,98551.15,27.12,0.0089691,
1430.67242,0.0112,-0.026334,-0.074214,-9.808218,-9.808534,0.003195,-0.005325,0.003195,98551.15,27.12,0.0090091,
1430.683658,0.011238,0.01197,-0.062244,-9.810612,-9.810817,0.00426,-0.00639,0.001065,98551.15,27.12,0.0067261,
1430.694838,0.01118,-0.043092,-0.064638,-9.820188,-9.820495,0.003195,-0.005325,0.00426,98551.15,27.12,-0.0029519,
1430.705984,0.011146,-0.01197,-0.076608,-9.817794,-9.8181,0.003195,-0.00639,0.00213,98551.15,27.12,-0.0005569,
1430.717185,0.0112,-0.031122,-0.088578,-9.820188,-9.820637,0.00426,-0.00426,0,98551.15,27.12,-0.0030939,
1430.728409,0.011224,0.016758,-0.069426,-9.805824,-9.806084,0.00639,-0.005325,0.00213,98551.26,27.12,0.0114591,
1430.739675,0.011266,0,-0.076608,-9.8154,-9.815699,0.00426,-0.007455,0.00426,98551.26,27.12,0.0018441,
1430.750719,0.011044,-0.026334,-0.09576,-9.817794,-9.818296,0.001065,-0.001065,0.00426,98551.26,27.12,-0.0007529,
1430.761905,0.011186,0.045486,-0.069426,-9.805824,-9.806175,0.005325,-0.007455,-0.001065,98551.26,27.12,0.0113681,
1430.773068,0.011163,0.016758,-0.098154,-9.834552,-9.835056,0.00426,-0.00426,0.00213,98551.26,27.12,-0.0175129,
1430.784525,0.011457,-0.021546,-0.076608,-9.808218,-9.808541,0.001065,-0.00426,0.001065,98551.26,27.12,0.0090021,
1430.795762,0.011237,-0.028728,-0.09576,-9.784278,-9.784789,0.007455,-0.009585,0.00213,98551.34,27.12,0.0327541,
1430.806771,0.011009,0.014364,-0.08379,-9.860886,-9.861252,-0.00213,-0.00852,0.003195,98551.34,27.12,-0.0437089,
1430.817879,0.011108,0.016758,-0.045486,-9.8154,-9.81552,0.00852,-0.01065,0.001065,98551.34,27.12,0.0020231,
1430.829081,0.011201,-0.021546,-0.124488,-9.848916,-9.849726,0.001065,-0.00213,0.003195,98551.34,27.12,-0.0321829,
1430.840337,0.011256,0.007182,-0.086184,-9.83934,-9.83972,0.00852,-0.011715,-0.001065,98551.34,27.12,-0.0221769,
1430.85174,0.011403,-0.050274,-0.08379,-9.832158,-9.832644,0,-0.005325,0.001065,98551.16,27.12,-0.0151009,
1430.862579,0.010839,-0.014364,-0.076608,-9.8154,-9.815709,0.003195,-0.011715,0,98551.16,27.12,0.0018341,
1430.873747,0.011168,-0.004788,-0.064638,-9.836946,-9.83716,0.003195,-0.00213,0.001065,98551.16,27.12,-0.0196169,
1430.884899,0.011152,0.014364,-0.07182,-9.813006,-9.813279,0.00426,-0.005325,0.00213,98551.16,27.12,0.0042641,
1430.896216,0.011318,-0.033516,-0.07182,-9.801036,-9.801356,0.001065,-0.003195,0.001065,98551.16,27.12,0.0161871,
1430.906311,0.010095,-0.026334,-0.067032,-9.77949,-9.779755,0.00426,-0.005325,0.001065,98551.16,27.12,0.0377881,
1430.916393,0.010082,0.019152,-0.069426,-9.789066,-9.789331,0.005325,-0.009585,0,98551.16,27.12,0.0282121,
1430.926489,0.010096,-0.045486,-0.074214,-9.832158,-9.832543,0.001065,-0.005325,0.00213,98551.16,27.12,-0.0149999,
1430.936603,0.010114,-0.021546,-0.052668,-9.8154,-9.815565,0.003195,-0.005325,0.00213,98551.16,27.12,0.0019781,
1430.94669,0.010087,0.01197,-0.064638,-9.822582,-9.822802,0.001065,-0.00852,0,98551.16,27.12,-0.0052589,
1430.956804,0.010114,-0.033516,-0.076608,-9.836946,-9.837301,0.00426,-0.003195,0,98551.16,27.12,-0.0197579,
1430.96692,0.010116,-0.009576,-0.074214,-9.813006,-9.813291,0.00213,-0.00426,0.001065,98551.16,27.12,0.0042521,
