time,dt,accel_x,accel_y,accel_z,union_g,gyro_x,gyro_y,gyro_z,pressure,temp,ag,ag,,,,-9.823794359
126.678684,0.010093,-0.021546,-0.07182,-9.573606,-9.5739,0,-0.005325,0.003195,98988.2,25.95,0.249894359,0.255367,,,,
126.688783,0.010098,-0.026334,-0.07182,-9.602334,-9.602639,0.00213,-0.00639,0.00213,98988.2,25.95,0.221155359,0.226628,,,,
126.699049,0.010266,-0.014364,-0.064638,-9.566424,-9.566653,0.001065,-0.005325,0.003195,98988.18,25.95,0.257141359,0.262614,,,,
126.709152,0.010103,0.007182,-0.043092,-9.56403,-9.56413,0.00213,-0.00426,0.001065,98988.18,25.95,0.259664359,0.265137,,,,
126.719437,0.010285,-0.052668,-0.079002,-9.592758,-9.593228,0.00213,-0.007455,0.003195,98988.18,25.95,0.230566359,0.236039,,,,
126.72952,0.010083,0,-0.079002,-9.583182,-9.583508,0.001065,-0.00426,0.00213,98988.18,25.95,0.240286359,0.245759,,,,
126.739927,0.010407,-0.002394,-0.062244,-9.566424,-9.566627,0.00213,-0.005325,0.00213,98988.18,25.95,0.257167359,0.26264,,,,
126.751386,0.011459,-0.062244,-0.076608,-9.571212,-9.571721,0.00213,-0.00639,0.00426,98988.18,25.95,0.252073359,0.257546,,,,
126.762368,0.010983,0.002394,-0.074214,-9.580788,-9.581076,0.00213,-0.005325,0.00213,98988.1,25.95,0.242718359,0.248191,,,,
126.773494,0.011125,-0.004788,-0.062244,-9.561636,-9.56184,-0.00213,-0.00639,-0.001065,98988.1,25.95,0.261954359,0.267427,,,,
126.784648,0.011154,-0.031122,-0.069426,-9.573606,-9.573908,0.003195,-0.00426,0.001065,98988.1,25.95,0.249886359,0.255359,,,,
126.795889,0.01124,-0.033516,-0.088578,-9.580788,-9.581256,0.001065,-0.005325,0,98988.1,25.95,0.242538359,0.248011,,,,
126.807124,0.011236,-0.014364,-0.114912,-9.561636,-9.562337,-0.001065,-0.005325,0.001065,98988.1,25.95,0.261457359,0.26693,,,,
126.818452,0.011327,0.02394,-0.08379,-9.525726,-9.526125,-0.001065,-0.00213,0.001065,98988.1,25.95,0.297669359,0.303142,,,,
126.829564,0.011112,-0.014364,-0.079002,-9.561636,-9.561973,0.001065,-0.00639,0.001065,98988.1,25.95,0.261821359,0.267294,,,,
126.840598,0.011034,-0.026334,-0.093366,-9.547272,-9.547765,0.001065,-0.005325,0.00213,98988.1,25.95,0.276029359,0.281502,,,,
126.851766,0.011168,-0.019152,-0.088578,-9.549666,-9.550096,0.001065,-0.005325,0.001065,98988.1,25.95,0.273698359,0.279171,,,,
126.863004,0.011238,-0.031122,-0.07182,-9.513756,-9.514078,0.003195,-0.005325,0.00213,98988.1,25.95,0.309716359,0.315189,,,,
126.874198,0.011194,-0.05985,-0.098154,-9.537696,-9.538389,0.003195,-0.005325,0,98988.1,25.95,0.285405359,0.290878,,,,
126.88551,0.011312,-0.033516,-0.074214,-9.532908,-9.533256,0.001065,-0.00426,0.001065,98988.1,25.95,0.290538359,0.296011,,,,
126.896532,0.011021,-0.043092,-0.069426,-9.487422,-9.487774,0,-0.00426,0.00213,98988.18,25.95,0.336020359,0.341493,,,,
126.907726,0.011194,-0.002394,-0.076608,-9.48024,-9.48055,0.00213,-0.007455,0.00426,98988.18,25.95,0.343244359,0.348717,,,,
126.918983,0.011258,-0.043092,-0.074214,-9.518544,-9.518931,0.001065,-0.00426,0.001065,98988.18,25.95,0.304863359,0.310336,,,,
126.930132,0.011148,-0.014364,-0.062244,-9.506574,-9.506789,0.003195,-0.00426,0.001065,98988.18,25.95,0.317005359,0.322478,,,,
126.941295,0.011163,-0.021546,-0.052668,-9.4563,-9.456471,0.00213,-0.00426,0,98988.18,25.95,0.367323359,0.372796,,,,
126.952575,0.011281,-0.007182,-0.076608,-9.46827,-9.468583,0.00213,-0.005325,0.003195,98988.01,25.95,0.355211359,0.360684,,,,
126.963692,0.011117,-0.05985,-0.05985,-9.477846,-9.478224,0.001065,-0.003195,-0.001065,98988.01,25.95,0.345570359,0.351043,,,,
126.974935,0.011243,-0.016758,-0.064638,-9.482634,-9.482869,-0.00213,-0.00426,0.00213,98988.01,25.95,0.340925359,0.346398,,,,
126.986033,0.011098,-0.01197,-0.067032,-9.463482,-9.463727,0.001065,-0.00213,0.00213,98988.01,25.95,0.360067359,0.36554,,,,
126.997207,0.011174,-0.026334,-0.043092,-9.4563,-9.456435,0.005325,-0.003195,0.003195,98988.01,25.95,0.367359359,0.372832,,,,
127.008353,0.011145,-0.043092,-0.045486,-9.425178,-9.425386,0,-0.00639,0.001065,98988.01,25.95,0.398408359,0.403881,,,,
127.019586,0.011233,-0.009576,-0.067032,-9.446724,-9.446967,0.003195,-0.00426,0.00213,98987.91,25.95,0.376827359,0.3823,,,,
127.030793,0.011207,-0.01197,-0.05985,-9.429966,-9.430164,0,-0.005325,0.003195,98987.91,25.95,0.393630359,0.399103,,,,
127.041954,0.011161,-0.019152,-0.074214,-9.46827,-9.46858,0.00213,-0.007455,-0.001065,98987.91,25.95,0.355214359,0.360687,,,,
127.053132,0.011178,-0.033516,-0.074214,-9.463482,-9.463832,0.001065,-0.00426,0.00426,98987.91,25.95,0.359962359,0.365435,,,,
127.064315,0.011182,0.009576,-0.064638,-9.434754,-9.43498,0.001065,-0.007455,0.00213,98987.91,25.95,0.388814359,0.394287,,,,
127.075488,0.011173,-0.002394,-0.064638,-9.382086,-9.382309,0.003195,-0.00213,0.00213,98987.91,25.95,0.441485359,0.446958,,,,
127.086776,0.011288,-0.02394,-0.069426,-9.429966,-9.430252,0.003195,-0.005325,0.00213,98987.86,25.95,0.393542359,0.399015,,,,
127.098002,0.011226,-0.019152,-0.08379,-9.382086,-9.38248,0.001065,-0.00426,0.00426,98987.86,25.95,0.441314359,0.446787,,,,
127.109247,0.011245,-0.016758,-0.088578,-9.379692,-9.380125,0.00213,-0.003195,0.00213,98987.86,25.95,0.443669359,0.449142,,,,
127.120236,0.010989,-0.016758,-0.076608,-9.377298,-9.377626,0.001065,-0.005325,0.001065,98987.86,25.95,0.446168359,0.451641,,,,
127.131451,0.011215,-0.033516,-0.067032,-9.37251,-9.37281,0.00213,-0.00639,0.00213,98987.86,25.95,0.450984359,0.456457,,,,
127.143358,0.011906,-0.01197,-0.090972,-9.382086,-9.382535,0,-0.00639,0.00426,98987.86,25.95,0.441259359,0.446732,,,,
127.153796,0.010438,-0.002394,-0.098154,-9.406026,-9.406538,0.00213,-0.005325,0.003195,98987.86,25.95,0.417256359,0.422729,,,,
127.164992,0.011196,0.002394,-0.05985,-9.346176,-9.346368,0.003195,-0.00426,0.001065,98987.86,25.95,0.477426359,0.482899,,,,
127.176192,0.011199,-0.076608,-0.08379,-9.382086,-9.382773,0.00213,-0.003195,-0.001065,98987.86,25.95,0.441021359,0.446494,,,,
127.187401,0.01121,-0.021546,-0.064638,-9.329418,-9.329667,0.00213,-0.003195,0.00213,98987.86,25.95,0.494127359,0.4996,,,,
127.19885,0.011449,-0.033516,-0.07182,-9.322236,-9.322573,0.001065,-0.00426,0.001065,98987.86,25.95,0.501221359,0.506694,,,,
127.209726,0.010876,-0.019152,-0.069426,-9.329418,-9.329696,0,-0.005325,0.003195,98987.69,25.95,0.494098359,0.499571,,,,
127.22087,0.011144,-0.067032,-0.081396,-9.331812,-9.332408,0.00426,-0.00426,0.001065,98987.69,25.95,0.491386359,0.496859,,,,
127.232096,0.011226,-0.007182,-0.07182,-9.317448,-9.317728,0,-0.00639,0.00213,98987.69,25.95,0.506066359,0.511539,,,,
127.243347,0.011251,-0.01197,-0.069426,-9.32463,-9.324896,0.00213,-0.003195,0.001065,98987.69,25.95,0.498898359,0.504371,,,,
127.25452,0.011173,-0.05985,-0.055062,-9.341388,-9.341742,0.00213,-0.005325,0.003195,98987.69,25.95,0.482052359,0.487525,,,,
127.265622,0.011101,-0.055062,-0.055062,-9.331812,-9.332137,0.003195,-0.005325,0.00213,98987.69,25.95,0.491657359,0.49713,,,,
127.277078,0.011457,0,-0.064638,-9.327024,-9.327248,0.001065,-0.00426,0.00213,98987.62,25.95,0.496546359,0.502019,,,,
127.287979,0.0109,-0.014364,-0.055062,-9.27675,-9.276925,0,-0.005325,0.001065,98987.62,25.95,0.546869359,0.552342,,,,
127.29923,0.011252,-0.033516,-0.08379,-9.31266,-9.313097,0.001065,-0.005325,0.00213,98987.62,25.95,0.510697359,0.51617,,,,
127.310395,0.011165,-0.009576,-0.08379,-9.310266,-9.310648,0.001065,-0.003195,0.001065,98987.62,25.95,0.513146359,0.518619,,,,
127.321639,0.011244,-0.009576,-0.076608,-9.293508,-9.293829,0.003195,-0.005325,0.00213,98987.62,25.95,0.529965359,0.535438,,,,
127.332725,0.011087,0.002394,-0.076608,-9.286326,-9.286642,0.00213,-0.005325,0,98987.62,25.95,0.537152359,0.542625,,,,
127.343932,0.011206,-0.05985,-0.062244,-9.331812,-9.332212,0.001065,-0.003195,0.001065,98987.5,25.95,0.491582359,0.497055,,,,
127.355102,0.01117,0.009576,-0.069426,-9.32463,-9.324893,0.003195,-0.00213,0.001065,98987.5,25.95,0.498901359,0.504374,,,,
127.36634,0.011238,0,-0.040698,-9.343782,-9.343871,0.003195,-0.00426,0.001065,98987.5,25.95,0.479923359,0.485396,,,,
127.377573,0.011233,0.009576,-0.057456,-9.334206,-9.334388,0.001065,-0.005325,0.001065,98987.5,25.95,0.489406359,0.494879,,,,
127.388655,0.011081,-0.028728,-0.090972,-9.37251,-9.372996,0.001065,-0.003195,0,98987.5,25.95,0.450798359,0.456271,,,,
127.400935,0.01228,0.002394,-0.05985,-9.317448,-9.317641,0.00213,-0.00426,0.00426,98987.5,25.95,0.506153359,0.511626,,,,
127.411128,0.010194,-0.016758,-0.090972,-9.303084,-9.303544,0.00213,-0.005325,0.003195,98987.5,25.95,0.520250359,0.525723,,,,
127.422251,0.011123,-0.031122,-0.076608,-9.305478,-9.305845,0,-0.00426,0.001065,98987.5,25.95,0.517949359,0.523422,,,,
127.433477,0.011226,-0.04788,-0.067032,-9.327024,-9.327388,0.003195,-0.00426,0.00426,98987.5,25.95,0.496406359,0.501879,,,,
127.444573,0.011096,0.007182,-0.031122,-9.331812,-9.331867,0.00213,-0.00426,-0.001065,98987.5,25.95,0.491927359,0.4974,,,,
127.45598,0.011407,-0.01197,-0.050274,-9.303084,-9.303228,0.001065,-0.005325,0.001065,98987.5,25.95,0.520566359,0.526039,,,,
127.467007,0.011027,-0.031122,-0.055062,-9.310266,-9.310481,0.001065,-0.005325,0.003195,98987.5,25.95,0.513313359,0.518786,,,,
127.47832,0.011314,-0.043092,-0.064638,-9.32463,-9.324954,0.003195,-0.005325,0.001065,98987.5,25.95,0.498840359,0.504313,,,,
127.489341,0.011021,-0.002394,-0.074214,-9.331812,-9.332107,0.001065,-0.00213,0.003195,98987.5,25.95,0.491687359,0.49716,,,,
127.500517,0.011176,-0.031122,-0.04788,-9.307872,-9.308047,0.001065,-0.001065,0.00213,98987.5,25.95,0.515747359,0.52122,,,,
127.511845,0.011328,-0.02394,-0.062244,-9.329418,-9.329656,0.001065,-0.00426,0.003195,98987.5,25.95,0.494138359,0.499611,,,,
127.522972,0.011127,-0.033516,-0.088578,-9.327024,-9.327505,-0.001065,-0.00426,0.003195,98987.5,25.95,0.496289359,0.501762,,,,
127.534256,0.011284,0,-0.079002,-9.331812,-9.332146,0.003195,-0.001065,0.00213,98987.54,25.95,0.491648359,0.497121,,,,
127.54524,0.010985,-0.007182,-0.074214,-9.307872,-9.308171,-0.001065,-0.005325,0.001065,98987.54,25.95,0.515623359,0.521096,,,,
127.556408,0.011167,-0.026334,-0.057456,-9.370116,-9.370329,0.00213,-0.003195,0.001065,98987.54,25.95,0.453465359,0.458938,,,,
127.567588,0.01118,-0.009576,-0.052668,-9.365328,-9.365481,0.00213,-0.00426,0.00426,98987.54,25.95,0.458313359,0.463786,,,,
127.578901,0.011313,-0.016758,-0.086184,-9.317448,-9.317862,-0.001065,-0.00426,0,98987.54,25.95,0.505932359,0.511405,,,,
127.59003,0.011129,0.002394,-0.076608,-9.331812,-9.332127,0.003195,-0.005325,0.00213,98987.54,25.95,0.491667359,0.49714,,,,
127.601181,0.011151,-0.045486,-0.086184,-9.358146,-9.358653,0,-0.00639,0.00426,98987.48,25.95,0.465141359,0.470614,,,,
127.612355,0.011174,-0.009576,-0.081396,-9.343782,-9.344141,0.00213,-0.005325,0.001065,98987.48,25.95,0.479653359,0.485126,,,,
127.62353,0.011174,0.007182,-0.088578,-9.365328,-9.36575,0.003195,-0.003195,0.001065,98987.48,25.95,0.458044359,0.463517,,,,
127.634727,0.011198,-0.009576,-0.05985,-9.334206,-9.334403,0.001065,-0.003195,0.001065,98987.48,25.95,0.489391359,0.494864,,,,
127.645986,0.011259,-0.045486,-0.067032,-9.353358,-9.353709,0.00213,-0.00426,0.00213,98987.48,25.95,0.470085359,0.475558,,,,
127.657119,0.011133,-0.02394,-0.090972,-9.353358,-9.353831,0.00213,-0.00426,0.001065,98987.43,25.95,0.469963359,0.475436,,,,
127.668258,0.011139,-0.045486,-0.07182,-9.350964,-9.35135,0.001065,-0.00639,0.001065,98987.43,25.95,0.472444359,0.477917,,,,
127.679549,0.011291,-0.02394,-0.079002,-9.331812,-9.332177,0,-0.00426,0.001065,98987.43,25.95,0.491617359,0.49709,,,,
127.69069,0.011141,-0.028728,-0.074214,-9.343782,-9.344121,0.001065,-0.00426,0.001065,98987.43,25.95,0.479673359,0.485146,,,,
127.701936,0.011245,0.004788,-0.067032,-9.319842,-9.320084,0.001065,-0.005325,0.00213,98987.43,25.95,0.503710359,0.509183,,,,
127.71316,0.011224,-0.040698,-0.079002,-9.322236,-9.32266,0,-0.00639,0.00213,98987.43,25.95,0.501134359,0.506607,,,,
127.724188,0.011028,-0.03591,-0.069426,-9.341388,-9.341715,0.001065,-0.00213,0,98987.42,25.95,0.482079359,0.487552,,,,
127.735379,0.011191,-0.014364,-0.05985,-9.338994,-9.339197,0.001065,-0.005325,0.003195,98987.42,25.95,0.484597359,0.49007,,,,
127.746635,0.011256,-0.019152,-0.064638,-9.298296,-9.29854,0.00213,-0.005325,0.003195,98987.42,25.95,0.525254359,0.530727,,,,
127.757861,0.011226,-0.007182,-0.08379,-9.27675,-9.277131,0.00426,-0.00426,0,98987.42,25.95,0.546663359,0.552136,,,,
127.76796,0.010099,-0.040698,-0.062244,-9.329418,-9.329714,0.00213,-0.00426,0,98987.42,25.95,0.494080359,0.499553,,,,
127.778054,0.010094,-0.040698,-0.081396,-9.34857,-9.349013,0,-0.003195,0.001065,98987.42,25.95,0.474781359,0.480254,,,,
127.788176,0.010122,0.007182,-0.067032,-9.307872,-9.308116,0.001065,-0.00426,0.00213,98987.45,25.95,0.515678359,0.521151,,,,
127.798274,0.010098,-0.040698,-0.07182,-9.30069,-9.301056,0.001065,-0.005325,0,98987.45,25.95,0.522738359,0.528211,,,,
127.808412,0.010137,-0.016758,-0.088578,-9.334206,-9.334641,0,-0.005325,0.003195,98987.45,25.95,0.489153359,0.494626,,,,
127.818519,0.010108,0.004788,-0.062244,-9.293508,-9.293718,0.00213,-0.005325,0.003195,98987.45,25.95,0.530076359,0.535549,,,,
127.828671,0.010151,-0.043092,-0.074214,-9.346176,-9.34657,0.001065,-0.003195,0.00213,98987.45,25.95,0.477224359,0.482697,,,,
127.838785,0.010114,-0.021546,-0.076608,-9.331812,-9.332151,0,-0.00213,0.003195,98987.45,25.95,0.491643359,0.497116,,,,
127.848891,0.010107,-0.009576,-0.076608,-9.307872,-9.308192,0.001065,-0.00639,0.003195,98987.45,25.95,0.515602359,0.521075,,,,
127.859325,0.010434,-0.033516,-0.07182,-9.343782,-9.344118,0,-0.00639,0.001065,98987.45,25.95,0.479676359,0.485149,,,,
127.869464,0.010139,0.009576,-0.088578,-9.305478,-9.305905,0.00213,-0.00213,0.001065,98987.45,25.95,0.517889359,0.523362,,,,
127.87956,0.010095,-0.009576,-0.08379,-9.334206,-9.334587,0,-0.007455,0,98987.45,25.95,0.489207359,0.49468,,,,
127.889642,0.010082,-0.052668,-0.08379,-9.367722,-9.368245,0.00213,-0.00426,0.003195,98987.45,25.95,0.455549359,0.461022,,,,
127.899757,0.010115,-0.01197,-0.081396,-9.334206,-9.334569,0.001065,-0.005325,0.003195,98987.45,25.95,0.489225359,0.494698,,,,
127.909855,0.010098,0,-0.02394,-9.327024,-9.327055,0.003195,-0.003195,0.00213,98987.45,25.95,0.496739359,0.502212,,,,
127.919963,0.010108,-0.038304,-0.033516,-9.370116,-9.370254,0.003195,-0.009585,0.003195,98987.51,25.95,0.453540359,0.459013,,,,
127.930051,0.010089,0.01197,-0.08379,-9.310266,-9.310651,0,-0.003195,0.001065,98987.51,25.95,0.513143359,0.518616,,,,
127.940147,0.010096,-0.028728,-0.057456,-9.334206,-9.334427,0.001065,-0.00639,0.00213,98987.51,25.95,0.489367359,0.49484,,,,
127.950243,0.010095,-0.026334,-0.081396,-9.291114,-9.291508,0.00213,-0.007455,0.00213,98987.51,25.95,0.532286359,0.537759,,,,
127.960342,0.010099,0.004788,-0.067032,-9.331812,-9.332054,0.001065,-0.003195,0.003195,98987.51,25.95,0.491740359,0.497213,,,,
127.970434,0.010092,-0.040698,-0.086184,-9.31266,-9.313148,0.00213,-0.005325,0.001065,98987.51,25.95,0.510646359,0.516119,,,,
127.980544,0.01011,-0.021546,-0.028728,-9.338994,-9.339063,0.001065,-0.00639,0.00426,98987.7,25.95,0.484731359,0.490204,,,,
127.992611,0.012067,-0.045486,-0.062244,-9.350964,-9.351282,0.00213,-0.00426,0.00213,98987.7,25.95,0.472512359,0.477985,,,,
128.003778,0.011168,-0.009576,-0.03591,-9.31266,-9.312734,0.00213,-0.00426,0.00213,98987.7,25.95,0.511060359,0.516533,,,,
128.015011,0.011233,-0.009576,-0.055062,-9.291114,-9.291282,0.00213,-0.005325,0.00213,98987.7,25.95,0.532512359,0.537985,,,,
128.026182,0.01117,-0.050274,-0.074214,-9.327024,-9.327455,0.003195,-0.00213,0.00213,98987.7,25.95,0.496339359,0.501812,,,,
128.037516,0.011334,-0.016758,-0.074214,-9.317448,-9.317759,0.001065,-0.00639,0,98987.7,25.95,0.506035359,0.511508,,,,
128.048728,0.011213,-0.01197,-0.105336,-9.305478,-9.306082,0.003195,-0.00426,0.003195,98987.94,25.95,0.517712359,0.523185,,,,
128.059808,0.01108,-0.031122,-0.086184,-9.307872,-9.308323,0.00213,-0.003195,0.001065,98987.94,25.95,0.515471359,0.520944,,,,
128.070939,0.011131,-0.026334,-0.088578,-9.3366,-9.337057,0.00213,-0.005325,0.00213,98987.94,25.95,0.486737359,0.49221,,,,
128.082138,0.011199,-0.014364,-0.057456,-9.303084,-9.303273,0.001065,-0.003195,0.00213,98987.94,25.95,0.520521359,0.525994,,,,
128.093285,0.011147,-0.026334,-0.064638,-9.319842,-9.320103,-0.001065,-0.00213,-0.001065,98987.94,25.95,0.503691359,0.509164,,,,
128.104443,0.011158,-0.062244,-0.050274,-9.329418,-9.329761,0.001065,-0.00426,0.003195,98988.04,25.95,0.494033359,0.499506,,,,
128.115654,0.011211,-0.038304,-0.08379,-9.319842,-9.320297,0.003195,-0.005325,0.001065,98988.04,25.95,0.503497359,0.50897,,,,
128.126822,0.011168,-0.031122,-0.112518,-9.295902,-9.296635,0.001065,-0.00639,0.001065,98988.04,25.95,0.527159359,0.532632,,,,
128.138174,0.011352,-0.002394,-0.090972,-9.298296,-9.298741,0.001065,-0.00639,0.00213,98988.04,25.95,0.525053359,0.530526,,,,
128.149218,0.011044,-0.045486,-0.090972,-9.327024,-9.327579,0.00213,-0.003195,0.001065,98988.04,25.95,0.496215359,0.501688,,,,
128.160411,0.011193,-0.055062,-0.050274,-9.377298,-9.377594,0,-0.005325,0.00426,98988.04,25.95,0.446200359,0.451673,,,,
128.171692,0.011281,-0.007182,-0.03591,-9.322236,-9.322308,0.001065,-0.00639,0.001065,98988.04,25.95,0.501486359,0.506959,,,,
128.182809,0.011117,-0.043092,-0.04788,-9.334206,-9.334428,0.003195,-0.00426,0.001065,98988.04,25.95,0.489366359,0.494839,,,,
128.193975,0.011166,-0.052668,-0.043092,-9.343782,-9.34403,0.001065,-0.005325,0,98988.04,25.95,0.479764359,0.485237,,,,
128.205115,0.01114,-0.069426,-0.079002,-9.329418,-9.330011,-0.001065,-0.001065,0.00213,98988.04,25.95,0.493783359,0.499256,,,,
128.216393,0.011278,0.002394,-0.1197,-9.322236,-9.323005,0.003195,-0.00426,0.001065,98988.04,25.95,0.500789359,0.506262,,,,
128.22754,0.011147,-0.026334,-0.043092,-9.329418,-9.329555,0.003195,-0.00426,0,98988.04,25.95,0.494239359,0.499712,,,,
128.238787,0.011247,-0.019152,-0.081396,-9.331812,-9.332187,0.00213,-0.00639,0,98988.42,25.95,0.491607359,0.49708,,,,
128.249864,0.011077,-0.009576,-0.04788,-9.3366,-9.336728,-0.001065,-0.003195,0,98988.42,25.95,0.487066359,0.492539,,,,
128.261056,0.011192,-0.002394,-0.050274,-9.32463,-9.324766,0,-0.00426,0.001065,98988.42,25.95,0.499028359,0.504501,,,,
128.272295,0.011239,-0.026334,-0.081396,-9.310266,-9.310659,0.001065,-0.00426,0.001065,98988.42,25.95,0.513135359,0.518608,,,,
128.283452,0.011157,-0.02394,-0.043092,-9.305478,-9.305609,0.001065,-0.00426,0.001065,98988.42,25.95,0.518185359,0.523658,,,,
128.294615,0.011163,-0.009576,-0.112518,-9.31266,-9.313345,0.003195,-0.00426,0.00213,98988.77,25.96,0.510449359,0.515922,,,,
128.305841,0.011226,-0.031122,-0.069426,-9.319842,-9.320153,0.00213,-0.003195,0,98988.77,25.96,0.503641359,0.509114,,,,
128.317005,0.011164,-0.026334,-0.098154,-9.28872,-9.289276,0.001065,-0.003195,0.003195,98988.77,25.96,0.534518359,0.539991,,,,
128.328142,0.011136,-0.057456,-0.062244,-9.331812,-9.332196,0.003195,-0.005325,0.003195,98988.77,25.96,0.491598359,0.497071,,,,
128.339475,0.011334,-0.038304,-0.076608,-9.30069,-9.301084,0.003195,-0.005325,0.00213,98988.77,25.96,0.522710359,0.528183,,,,
128.35056,0.011084,0.019152,-0.057456,-9.317448,-9.317645,0.001065,-0.007455,0.00426,98988.77,25.96,0.506149359,0.511622,,,,
128.361803,0.011243,-0.033516,-0.055062,-9.327024,-9.327247,0.001065,-0.005325,0,98989.01,25.95,0.496547359,0.50202,,,,
128.372945,0.011142,-0.033516,-0.112518,-9.329418,-9.330157,0.00426,-0.007455,0.003195,98989.01,25.95,0.493637359,0.49911,,,,
128.384067,0.011122,-0.004788,-0.081396,-9.30069,-9.301047,-0.001065,-0.00639,0.001065,98989.01,25.95,0.522747359,0.52822,,,,
128.395401,0.011334,-0.043092,-0.079002,-9.310266,-9.310701,0.003195,-0.00426,0,98989.01,25.95,0.513093359,0.518566,,,,
128.40659,0.011189,-0.009576,-0.038304,-9.32463,-9.324714,0.001065,-0.00426,0.003195,98989.01,25.95,0.499080359,0.504553,,,,
128.417785,0.011195,-0.033516,-0.045486,-9.358146,-9.358317,0.001065,-0.005325,0.003195,98989.01,25.95,0.465477359,0.47095,,,,
128.428887,0.011102,0.021546,-0.069426,-9.31266,-9.312944,0.001065,-0.005325,0.001065,98989.14,25.95,0.510850359,0.516323,,,,
128.439991,0.011104,-0.033516,-0.038304,-9.317448,-9.317587,0.001065,-0.00639,0.003195,98989.14,25.95,0.506207359,0.51168,,,,
128.451203,0.011213,-0.026334,-0.079002,-9.293508,-9.293881,0,-0.005325,-0.001065,98989.14,25.95,0.529913359,0.535386,,,,
128.462423,0.01122,-0.05985,-0.057456,-9.298296,-9.298666,0.001065,-0.00213,0.00213,98989.14,25.95,0.525128359,0.530601,,,,
128.473603,0.01118,0.004788,-0.088578,-9.305478,-9.305901,0.003195,-0.003195,0.003195,98989.14,25.95,0.517893359,0.523366,,,,
128.48473,0.011127,-0.007182,-0.03591,-9.31266,-9.312732,0.001065,-0.00426,0.001065,98989.14,25.95,0.511062359,0.516535,,,,
128.495925,0.011195,-0.004788,-0.055062,-9.355752,-9.355915,0.003195,-0.00639,0.00213,98989.14,25.95,0.467879359,0.473352,,,,
128.507208,0.011283,-0.009576,-0.076608,-9.346176,-9.346495,0.001065,-0.003195,0.005325,98989.14,25.95,0.477299359,0.482772,,,,
128.518411,0.011203,-0.02394,-0.069426,-9.327024,-9.327313,0.00639,-0.00639,0.001065,98989.14,25.95,0.496481359,0.501954,,,,
128.529505,0.011093,-0.02394,-0.081396,-9.291114,-9.291501,0.001065,-0.00426,0.001065,98989.14,25.95,0.532293359,0.537766,,,,
128.540675,0.01117,-0.031122,-0.086184,-9.32463,-9.32508,0.00213,-0.007455,0.00213,98989.14,25.95,0.498714359,0.504187,,,,
128.551865,0.01119,-0.01197,-0.090972,-9.307872,-9.308324,0,-0.00426,-0.003195,98989.51,25.96,0.515470359,0.520943,,,,
128.563068,0.011203,-0.004788,-0.062244,-9.327024,-9.327233,0.00213,-0.00639,-0.001065,98989.51,25.96,0.496561359,0.502034,,,,
128.574283,0.011215,-0.026334,-0.105336,-9.31266,-9.313293,0.003195,-0.00426,0.001065,98989.51,25.96,0.510501359,0.515974,,,,
128.585473,0.01119,-0.009576,-0.088578,-9.327024,-9.32745,-0.001065,-0.003195,0.00213,98989.51,25.96,0.496344359,0.501817,,,,
128.59678,0.011307,-0.016758,-0.081396,-9.303084,-9.303455,0.001065,-0.00426,0.001065,98989.51,25.96,0.520339359,0.525812,,,,
128.608178,0.011398,-0.033516,-0.086184,-9.286326,-9.286786,0.001065,-0.00213,0.00213,98989.51,25.96,0.537008359,0.542481,,,,
128.619263,0.011085,-0.052668,-0.064638,-9.32463,-9.325003,0.00213,-0.003195,0.001065,98989.79,25.96,0.498791359,0.504264,,,,
128.630156,0.010893,-0.021546,-0.079002,-9.319842,-9.320202,0.003195,-0.005325,0.00213,98989.79,25.96,0.503592359,0.509065,,,,
128.640239,0.010083,0,-0.040698,-9.329418,-9.329507,-0.001065,-0.00426,0.001065,98989.79,25.96,0.494287359,0.49976,,,,
128.650327,0.010088,-0.026334,-0.08379,-9.307872,-9.308286,0.00213,-0.00639,0.00426,98989.79,25.96,0.515508359,0.520981,,,,
128.660415,0.010089,-0.033516,-0.088578,-9.315054,-9.315535,0.00213,-0.00426,0.00213,98989.79,25.96,0.508259359,0.513732,,,,
128.670529,0.010114,-0.021546,-0.026334,-9.303084,-9.303146,0.001065,-0.005325,-0.001065,98990.22,25.96,0.520648359,0.526121,,,,
128.680621,0.010091,-0.04788,-0.098154,-9.334206,-9.334845,0.003195,-0.005325,0.003195,98990.22,25.96,0.488949359,0.494422,,,,
128.690715,0.010094,-0.040698,-0.088578,-9.34857,-9.349078,0.001065,-0.00639,0.00426,98990.22,25.96,0.474716359,0.480189,,,,
128.700801,0.010086,0.057456,-0.02394,-9.307872,-9.30808,0.00213,-0.00426,0.00213,98990.22,25.96,0.515714359,0.521187,,,,
128.710904,0.010103,-0.026334,-0.062244,-9.346176,-9.34642,0,-0.00426,0.001065,98990.22,25.96,0.477374359,0.482847,,,,
128.721005,0.010102,-0.016758,-0.088578,-9.350964,-9.351399,0.001065,-0.001065,0.001065,98990.22,25.96,0.472395359,0.477868,,,,
128.731396,0.01039,0.004788,-0.04788,-9.327024,-9.327148,0.001065,-0.003195,-0.001065,98990.22,25.96,0.496646359,0.502119,,,,
128.742088,0.010693,-0.038304,-0.102942,-9.32463,-9.325277,0.00213,-0.005325,0,98990.51,25.96,0.498517359,0.50399,,,,
128.753172,0.011084,0.002394,-0.069426,-9.319842,-9.320101,0,-0.007455,0.00213,98990.51,25.96,0.503693359,0.509166,,,,
