time,dt,accel_x,accel_y,accel_z,union_g,gyro_x,gyro_y,gyro_z,pressure,temp,ag,ag,,,,-9.823794359
119.498642,0.010112,-0.043092,-0.098154,-9.844128,-9.844712,0.00213,-0.007455,0.003195,98991.41,25.94,-0.020917641,-0.015445,,,,
119.508746,0.010103,-0.028728,-0.086184,-9.824976,-9.825396,0.003195,-0.00426,0.001065,98991.41,25.94,-0.001601641,0.003871,,,,
119.518873,0.010127,-0.004788,-0.079002,-9.80343,-9.803749,0.001065,-0.00426,0.00213,98991.41,25.94,0.020045359,0.025518,,,,
119.52896,0.010087,-0.055062,-0.05985,-9.805824,-9.806161,0.003195,-0.00426,0.00213,98991.41,25.94,0.017633359,0.023106,,,,
119.539054,0.010094,-0.009576,-0.052668,-9.810612,-9.810758,0.001065,-0.00639,0.001065,98991.41,25.94,0.013036359,0.018509,,,,
119.549145,0.010092,-0.016758,-0.074214,-9.8154,-9.815695,0,-0.00426,0.00213,98991.33,25.94,0.008099359,0.013572,,,,
119.559312,0.010167,-0.028728,-0.062244,-9.813006,-9.813245,0.003195,-0.00639,0.003195,98991.33,25.94,0.010549359,0.016022,,,,
119.569428,0.010116,-0.03591,-0.05985,-9.82737,-9.827618,0.001065,-0.00426,0.003195,98991.33,25.94,-0.003823641,0.001649,,,,
119.579517,0.010088,0.009576,-0.04788,-9.824976,-9.825097,0,-0.005325,0.003195,98991.33,25.94,-0.001302641,0.00417,,,,
119.589606,0.010089,-0.019152,-0.05985,-9.817794,-9.817995,0.00213,-0.001065,0.00213,98991.33,25.94,0.005799359,0.011272,,,,
119.599707,0.010102,-0.026334,-0.069426,-9.820188,-9.820469,0.00213,-0.005325,0,98991.33,25.94,0.003325359,0.008798,,,,
119.609899,0.010191,0.004788,-0.064638,-9.822582,-9.822796,0.001065,-0.00639,0.00213,98991.18,25.94,0.000998359,0.006471,,,,
119.620028,0.010129,-0.038304,-0.050274,-9.832158,-9.832361,0.003195,-0.00639,0.00213,98991.18,25.94,-0.008566641,-0.003094,,,,
119.630119,0.010091,-0.038304,-0.076608,-9.829764,-9.830137,0.00213,-0.00213,0.00426,98991.18,25.94,-0.006342641,-0.00087,,,,
