Time (s),dt, X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg),1,2,3,4
45.6432915,0.0024376,0.300897,-0.092722,9.812367,9.817418,1.837921,342.87326,1,2,3,4
45.6457291,0.0024376,0.322433,-0.061615,9.838689,9.844164,1.911005,349.181519,1,2,3,4
45.6481705,0.0024414,0.322433,-0.083151,9.812367,9.818016,1.943601,345.539337,1,2,3,4
45.6506081,0.0024376,0.255434,-0.087936,9.807582,9.811302,1.577932,341.003357,1,2,3,4
45.6530495,0.0024414,0.324826,-0.066401,9.821939,9.827533,1.933303,348.446777,1,2,3,4
45.6554871,0.0024376,0.341575,-0.05683,9.824331,9.830432,2.018679,350.553955,1,2,3,4
45.6579247,0.0024376,0.317647,-0.078365,9.800404,9.805863,1.912029,346.141602,1,2,3,4
45.6603622,0.0024375,0.329611,-0.05683,9.795618,9.801327,1.955647,350.21759,1,2,3,4
45.6628036,0.0024414,0.358325,-0.071186,9.776475,9.783298,2.140095,348.763672,1,2,3,4
45.6652412,0.0024376,0.339183,-0.047258,9.793225,9.799212,2.002814,352.068054,1,2,3,4
45.6676826,0.0024414,0.317647,-0.030508,9.807582,9.812772,1.863511,354.513855,1,2,3,4
45.6701202,0.0024376,0.284148,0.005384,9.790833,9.794957,1.662834,1.085474,1,2,3,4
45.6725616,0.0024414,0.274576,-0.052044,9.78126,9.785253,1.636738,349.267334,1,2,3,4
45.6749992,0.0024376,0.346361,0.007777,9.771689,9.777829,2.030569,1.286218,1,2,3,4
45.6774406,0.0024414,0.312862,-0.037687,9.776475,9.781552,1.846208,353.131317,1,2,3,4
45.6798782,0.0024376,0.260219,-0.016152,9.790833,9.794304,1.525468,356.448273,1,2,3,4
45.6823196,0.0024414,0.255434,-0.008973,9.800404,9.803736,1.493838,357.988098,1,2,3,4
45.6847534,0.0024338,0.241077,-0.013759,9.778868,9.781848,1.414439,356.733551,1,2,3,4
45.6871948,0.0024414,0.274576,-0.016152,9.802796,9.806654,1.607178,356.633545,1,2,3,4
45.6896324,0.0024376,0.212363,-0.020937,9.774082,9.776412,1.250857,354.369324,1,2,3,4
45.6920738,0.0024414,0.212363,0.022134,9.790833,9.79316,1.249292,5.95019,1,2,3,4
45.6945114,0.0024376,0.308076,-0.030508,9.793225,9.798118,1.810673,354.344482,1,2,3,4
45.6969528,0.0024414,0.30329,-0.00658,9.805189,9.80988,1.771999,358.75708,1,2,3,4
45.6993904,0.0024376,0.327219,-0.02333,9.819546,9.825024,1.913359,355.921814,1,2,3,4
45.701828,0.0024376,0.32004,0.000598,9.824331,9.829543,1.865925,0.107095,1,2,3,4
45.7042694,0.0024414,0.341575,-0.02333,9.790833,9.796817,2.002716,356.092682,1,2,3,4
45.706707,0.0024376,0.300897,-0.025723,9.800404,9.805056,1.765027,355.113831,1,2,3,4
45.7091484,0.0024414,0.279362,0.014955,9.802796,9.806787,1.634704,3.064301,1,2,3,4
45.7115822,0.0024338,0.269791,-0.020937,9.824331,9.828057,1.577808,355.562439,1,2,3,4
45.7140236,0.0024414,0.284148,0.041276,9.845867,9.850053,1.67035,8.265155,1,2,3,4
45.7164612,0.0024376,0.291326,0.043669,9.872188,9.876582,1.709262,8.525012,1,2,3,4
45.7189026,0.0024414,0.322433,-0.020937,9.855438,9.860733,1.87774,356.284698,1,2,3,4
45.7213402,0.0024376,0.341575,0.017348,9.821939,9.827891,1.994294,2.907445,1,2,3,4
45.7237816,0.0024414,0.360718,0.010169,9.824331,9.830956,2.103568,1.614876,1,2,3,4
45.7262192,0.0024376,0.367896,0.046062,9.824331,9.831326,2.161388,7.136482,1,2,3,4
45.7286606,0.0024414,0.355932,0.010169,9.869795,9.876216,2.066207,1.636577,1,2,3,4
45.7310982,0.0024376,0.343968,0.022134,9.860224,9.866246,2.002032,3.681783,1,2,3,4
45.7335396,0.0024414,0.384646,0.022134,9.860224,9.867748,2.237647,3.293326,1,2,3,4
45.7359772,0.0024376,0.370289,0.007777,9.83151,9.838484,2.157491,1.203127,1,2,3,4
45.7384186,0.0024414,0.33679,0.036491,9.838689,9.84452,1.97209,6.183768,1,2,3,4
45.7408524,0.0024338,0.372682,0.022134,9.824331,9.831423,2.176368,3.398807,1,2,3,4
45.7432938,0.0024414,0.310469,0.014955,9.83151,9.836422,1.810889,2.757781,1,2,3,4
45.7457314,0.0024376,0.324826,0.031705,9.862617,9.868014,1.895169,5.574747,1,2,3,4
45.7481728,0.0024414,0.377468,0.058026,9.905687,9.913047,2.207973,8.739339,1,2,3,4
45.7506104,0.0024376,0.346361,0.026919,9.886545,9.892647,2.012465,4.444106,1,2,3,4
45.7530518,0.0024414,0.346361,0.058026,9.872188,9.878432,2.0374,9.510456,1,2,3,4
45.7554893,0.0024375,0.379861,0.031705,9.826724,9.834114,2.221406,4.771109,1,2,3,4
45.7579269,0.0024376,0.32004,0.026919,9.857831,9.863062,1.866135,4.807954,1,2,3,4
45.7603683,0.0024414,0.35354,0.038883,9.860224,9.866636,2.065828,6.27634,1,2,3,4
45.7628059,0.0024376,0.35354,0.041276,9.884152,9.890559,2.062414,6.659207,1,2,3,4
45.7652473,0.0024414,0.377468,0.029312,9.857831,9.865099,2.199447,4.440365,1,2,3,4
45.7676811,0.0024338,0.384646,0.041276,9.876974,9.884547,2.242976,6.124942,1,2,3,4
45.7701225,0.0024414,0.351147,0.029312,9.860224,9.866518,2.046697,4.771719,1,2,3,4
45.7725601,0.0024376,0.391825,0.05324,9.850653,9.858586,2.29874,7.73784,1,2,3,4
45.7750015,0.0024414,0.343968,0.005384,9.84826,9.854266,2.000565,0.89673,1,2,3,4
45.7774391,0.0024376,0.408574,0.014955,9.884152,9.892605,2.368686,2.096274,1,2,3,4
45.7798805,0.0024414,0.370289,0.043669,9.903295,9.910311,2.15613,6.725948,1,2,3,4
45.7823181,0.0024376,0.384646,0.05324,9.87458,9.882213,2.251945,7.880449,1,2,3,4
45.7847595,0.0024414,0.394218,0.058026,9.860224,9.868272,2.314184,8.373395,1,2,3,4
45.7871971,0.0024376,0.351147,0.031705,9.84826,9.854568,2.050232,5.159224,1,2,3,4
45.7896385,0.0024414,0.358325,0.017348,9.888938,9.895443,2.077636,2.771755,1,2,3,4
45.7920761,0.0024376,0.355932,0.026919,9.884152,9.890595,2.068195,4.32506,1,2,3,4
45.7945175,0.0024414,0.351147,-0.02333,9.876974,9.883242,2.040568,356.198883,1,2,3,4
45.7969513,0.0024338,0.351147,0.050847,9.83151,9.837911,2.066964,8.239393,1,2,3,4
45.7993927,0.0024414,0.332004,0.005384,9.833903,9.839508,1.934012,0.929039,1,2,3,4
45.8018303,0.0024376,0.315254,0.022134,9.836296,9.841372,1.840156,4.016074,1,2,3,4
45.8042717,0.0024414,0.288933,0.038883,9.845867,9.850183,1.696044,7.664564,1,2,3,4
45.8067093,0.0024376,0.296112,0.005384,9.836296,9.840754,1.724536,1.041627,1,2,3,4
45.8091507,0.0024414,0.322433,0.038883,9.853045,9.858397,1.887926,6.876305,1,2,3,4
45.8115883,0.0024376,0.339183,0.019741,9.850653,9.85651,1.975362,3.330917,1,2,3,4
45.8140259,0.0024376,0.341575,0.048455,9.857831,9.863866,2.004376,8.073902,1,2,3,4
45.8164673,0.0024414,0.35354,0.046062,9.83151,9.837973,2.076977,7.423119,1,2,3,4
45.8189049,0.0024376,0.348754,0.022134,9.829117,9.835326,2.036055,3.631397,1,2,3,4
45.8213463,0.0024414,0.296112,-0.013759,9.802796,9.807277,1.73201,357.339691,1,2,3,4
45.8237801,0.0024338,0.274576,0.019741,9.790833,9.794702,1.610462,4.112228,1,2,3,4
45.8262215,0.0024414,0.274576,0.014955,9.829117,9.832962,1.602422,3.117605,1,2,3,4
45.8286591,0.0024376,0.341575,0.012562,9.819546,9.825493,1.993607,2.106251,1,2,3,4
45.8311005,0.0024414,0.363111,0.029312,9.862617,9.869342,2.115351,4.615187,1,2,3,4
45.8335381,0.0024376,0.35354,-0.00658,9.845867,9.852215,2.056808,358.933716,1,2,3,4
45.8359795,0.0024414,0.367896,0.012562,9.817153,9.824052,2.147398,1.955681,1,2,3,4
45.8384171,0.0024376,0.296112,-0.004187,9.757333,9.761826,1.738438,359.189819,1,2,3,4
45.8408585,0.0024414,0.32004,0.010169,9.800404,9.805634,1.871371,1.820001,1,2,3,4
45.8432961,0.0024376,0.310469,0.014955,9.826724,9.831638,1.811645,2.757781,1,2,3,4
45.8457375,0.0024414,0.327219,-0.028116,9.817153,9.822645,1.916119,355.08902,1,2,3,4
45.848175,0.0024375,0.358325,-0.02333,9.821939,9.828501,2.09387,356.274811,1,2,3,4
45.8506126,0.0024376,0.346361,-0.049651,9.807582,9.813821,2.043156,351.842194,1,2,3,4
45.8530502,0.0024376,0.418146,0.007777,9.73819,9.747166,2.459095,1.065464,1,2,3,4
45.8554916,0.0024414,0.288933,-0.004187,9.742975,9.74726,1.698927,359.169678,1,2,3,4
45.8579292,0.0024376,0.159721,-0.020937,9.853045,9.854362,0.9367,352.531891,1,2,3,4
45.8603706,0.0024414,0.219541,-0.020937,9.857831,9.860298,1.281764,354.552307,1,2,3,4
45.8628082,0.0024376,0.33679,-0.008973,9.776475,9.782278,1.973677,358.473816,1,2,3,4
45.8652496,0.0024414,0.363111,-0.028116,9.845867,9.852601,2.118495,355.572418,1,2,3,4
45.8676872,0.0024376,0.310469,-0.032901,9.750154,9.755152,1.833977,353.950775,1,2,3,4
45.8701248,0.0024376,0.272184,-0.020937,9.733404,9.737232,1.606691,355.601288,1,2,3,4
45.8725662,0.0024414,0.296112,-0.013759,9.771689,9.776184,1.737425,357.339691,1,2,3,4
45.8750038,0.0024376,0.24347,-0.028116,9.84826,9.851309,1.425464,353.41272,1,2,3,4
45.8774414,0.0024376,0.332004,-0.042473,9.886545,9.892209,1.938964,352.709869,1,2,3,4
45.879879,0.0024376,0.35354,-0.035294,9.807582,9.814015,2.074714,354.299011,1,2,3,4
45.8823204,0.0024414,0.296112,-0.078365,9.719048,9.723873,1.805152,345.176697,1,2,3,4
45.884758,0.0024376,0.241077,-0.052044,9.750154,9.753273,1.448884,347.817902,1,2,3,4
45.8871994,0.0024414,0.276969,-0.035294,9.759726,9.763719,1.63865,352.737946,1,2,3,4
45.889637,0.0024376,0.365504,-0.059222,9.802796,9.809787,2.163108,350.796387,1,2,3,4
45.8920784,0.0024414,0.387039,-0.054437,9.869795,9.877531,2.267795,351.993927,1,2,3,4
45.894516,0.0024376,0.372682,-0.073579,9.879367,9.886667,2.201938,348.831635,1,2,3,4
45.8969574,0.0024414,0.317647,-0.068794,9.872188,9.877536,1.88554,347.780029,1,2,3,4
45.899395,0.0024376,0.346361,-0.054437,9.790833,9.797109,2.050995,351.068024,1,2,3,4
45.9018364,0.0024414,0.332004,-0.054437,9.766904,9.772696,1.972785,350.688416,1,2,3,4
45.904274,0.0024376,0.291326,-0.085543,9.788439,9.793147,1.776741,343.635956,1,2,3,4
45.9067116,0.0024376,0.286541,-0.087936,9.845867,9.850429,1.743721,342.939301,1,2,3,4
45.9091492,0.0024376,0.317647,-0.073579,9.867402,9.872787,1.892585,346.958099,1,2,3,4
45.9115906,0.0024414,0.401396,-0.073579,9.843474,9.85193,2.373968,349.612518,1,2,3,4
45.9140282,0.0024376,0.348754,-0.078365,9.857831,9.864309,2.0766,347.335999,1,2,3,4
45.9164696,0.0024414,0.274576,-0.080758,9.841082,9.845243,1.665892,343.610474,1,2,3,4
45.9189072,0.0024376,0.284148,-0.04008,9.807582,9.811779,1.675964,351.971252,1,2,3,4
45.9213448,0.0024376,0.276969,-0.097508,9.762118,9.766534,1.722947,340.605286,1,2,3,4
45.9237862,0.0024414,0.293719,-0.087936,9.81476,9.819548,1.789254,343.332886,1,2,3,4
45.9262238,0.0024376,0.284148,-0.064008,9.860224,9.864525,1.692001,347.305267,1,2,3,4
45.9286652,0.0024414,0.24347,-0.075972,9.843474,9.846778,1.484244,342.670013,1,2,3,4
45.9311028,0.0024376,0.281755,-0.073579,9.843474,9.847781,1.694544,345.364258,1,2,3,4
