time,dt,accel_x,accel_y,accel_z,union_g,gyro_x,gyro_y,gyro_z,pressure,temp,,
39.757778,0.010187,-0.005382,-0.03289,-9.655906,-9.655964,-0.00213,-0.003195,0.001065,99140.43,33.46,0.00262104,-9.65858504
39.768455,0.010677,0.043654,-0.030498,-9.631986,-9.632133,-0.00639,-0.00639,0.001065,99140.43,33.46,0.02645204,
39.779438,0.010983,0.024518,-0.040066,-9.63976,-9.639874,-0.003195,-0.007455,0.003195,99140.43,33.46,0.01871104,
39.790635,0.011197,0.002392,-0.019734,-9.658896,-9.658916,-0.00426,-0.005325,-0.001065,99140.43,33.46,-0.00033096,
39.801756,0.011121,0.03588,-0.040664,-9.652916,-9.653068,-0.005325,-0.007455,0,99140.43,33.46,0.00551704,
39.812935,0.011179,-0.004186,-0.04784,-9.654112,-9.654231,-0.00426,-0.00852,-0.001065,99140.43,33.46,0.00435404,
39.825092,0.012157,-0.007176,-0.00897,-9.676836,-9.676843,-0.005325,-0.005325,0.00213,99140.43,33.46,-0.01825796,
39.835434,0.010342,0.031694,-0.033488,-9.666072,-9.666182,-0.00426,-0.009585,0.00213,99140.63,33.46,-0.00759696,
39.84653,0.011095,-0.000598,-0.024518,-9.640358,-9.640389,-0.00426,-0.00426,0.00213,99140.63,33.46,0.01819604,
39.857782,0.011253,-0.019734,-0.013754,-9.640358,-9.640388,-0.00639,-0.005325,0,99140.63,33.46,0.01819704,
39.868881,0.011099,0.033488,-0.03887,-9.653514,-9.65365,-0.005325,-0.009585,-0.00213,99140.63,33.46,0.00493504,
39.88007,0.011189,0.00897,-0.024518,-9.639162,-9.639197,-0.00426,-0.00426,0.001065,99140.63,33.46,0.01938804,
39.89124,0.011169,0.018538,-0.061594,-9.659494,-9.659708,-0.001065,-0.005325,-0.001065,99140.63,33.46,-0.00112296,
39.902463,0.011223,0.021528,-0.039468,-9.692982,-9.693086,-0.005325,-0.00852,0.001065,99140.63,33.46,-0.03450096,
39.913796,0.011333,-0.031096,-0.028106,-9.634378,-9.634469,-0.00213,-0.005325,-0.001065,99140.63,33.46,0.02411604,
39.924995,0.011199,0.002392,-0.058006,-9.633182,-9.633357,-0.005325,-0.00639,0,99140.63,33.46,0.02522804,
39.936355,0.011361,0.009568,-0.037674,-9.67265,-9.672728,-0.00426,-0.00852,-0.001065,99140.63,33.46,-0.01414296,
39.947238,0.010883,-0.02691,-0.040066,-9.64275,-9.642871,-0.005325,-0.00426,-0.001065,99140.82,33.46,0.01571404,
39.958345,0.011107,0.004784,-0.042458,-9.671454,-9.671548,-0.00639,-0.00639,0,99140.82,33.46,-0.01296296,
39.969506,0.011161,0.010764,-0.025714,-9.657102,-9.657142,-0.005325,-0.00639,0.001065,99140.82,33.46,0.00144304,
39.980755,0.011249,0.021528,-0.032292,-9.63378,-9.633858,-0.00213,-0.00639,0,99140.82,33.46,0.02472704,
39.992064,0.011309,0.034684,-0.037076,-9.691188,-9.691321,-0.005325,-0.007455,0,99140.82,33.46,-0.03273596,
40.00314,0.011076,0.025116,-0.02392,-9.678032,-9.678094,-0.00426,-0.009585,0.00213,99140.82,33.46,-0.01950896,
40.014254,0.011114,0.019734,-0.040066,-9.664876,-9.664979,-0.00426,-0.003195,0,99140.82,33.46,-0.00639396,
40.025663,0.01141,-0.003588,-0.036478,-9.688198,-9.688267,-0.00639,-0.00852,0,99140.82,33.46,-0.02968196,
40.036694,0.011031,0.030498,-0.010764,-9.692384,-9.692438,-0.003195,-0.00639,0.00213,99140.82,33.46,-0.03385296,
40.047855,0.011161,0.034086,-0.049634,-9.666072,-9.66626,-0.005325,-0.00639,-0.001065,99140.82,33.46,-0.00767496,
40.059062,0.011207,0.007774,-0.030498,-9.668464,-9.668515,-0.003195,-0.00639,0,99141.16,33.46,-0.00992996,
40.070227,0.011165,0.025116,-0.037076,-9.676836,-9.67694,-0.00426,-0.00852,0.001065,99141.16,33.46,-0.01835496,
40.08136,0.011133,0.014352,-0.057408,-9.661288,-9.661469,-0.005325,-0.01065,0,99141.16,33.46,-0.00288396,
40.092633,0.011272,-0.00897,-0.037076,-9.649926,-9.650001,-0.003195,-0.00639,-0.001065,99141.16,33.46,0.00858404,
40.103845,0.011213,-0.002392,-0.031694,-9.66069,-9.660742,-0.00213,-0.00639,0.00213,99141.16,33.46,-0.00215696,
40.114951,0.011105,0.014352,-0.071162,-9.636172,-9.636445,-0.005325,-0.01278,0,99141.16,33.46,0.02214004,
40.126101,0.011151,-0.007176,-0.028106,-9.646936,-9.64698,-0.00426,-0.00639,0.001065,99141.16,33.46,0.01160504,
40.137292,0.011191,-0.015548,-0.031096,-9.664876,-9.664939,-0.005325,-0.00639,-0.001065,99141.16,33.46,-0.00635396,
40.148491,0.011199,-0.001794,-0.050232,-9.616438,-9.616569,-0.00426,-0.00639,0.00213,99141.16,33.46,0.04201604,
40.159689,0.011198,-0.023322,-0.012558,-9.631388,-9.631424,-0.003195,-0.007455,0,99141.16,33.46,0.02716104,
40.172042,0.012354,0.017342,-0.029302,-9.662484,-9.662544,-0.00426,-0.01065,0.00213,99141.16,33.46,-0.00395896,
40.182479,0.010436,0.02691,-0.0299,-9.65172,-9.651804,-0.00213,-0.009585,0,99141.31,33.46,0.00678104,
40.193716,0.011237,-0.022126,-0.021528,-9.638564,-9.638613,-0.00426,-0.005325,-0.00213,99141.31,33.46,0.01997204,
40.204523,0.010807,0.013754,-0.011362,-9.66069,-9.660706,-0.003195,-0.007455,0.00213,99141.31,33.46,-0.00212096,
40.215607,0.011084,0.031096,-0.036478,-9.66966,-9.669779,-0.003195,-0.007455,0.001065,99141.31,33.46,-0.01119396,
40.226797,0.01119,0.01495,-0.019734,-9.664876,-9.664908,-0.005325,-0.005325,0,99141.31,33.46,-0.00632296,
40.237952,0.011156,0.026312,-0.023322,-9.676238,-9.676302,-0.00426,-0.00852,0.003195,99141.31,33.46,-0.01771696,
40.249131,0.011178,0.042458,-0.04485,-9.65172,-9.651918,-0.00426,-0.005325,-0.001065,99141.31,33.46,0.00666704,
40.260347,0.011217,0.026312,-0.03289,-9.661288,-9.66138,-0.00639,-0.007455,0.001065,99141.31,33.46,-0.00279496,
40.271568,0.01122,0.016146,-0.031694,-9.640956,-9.641022,-0.003195,-0.005325,0,99141.31,33.46,0.01756304,
40.282669,0.011101,0.004186,-0.058604,-9.639162,-9.639341,-0.00426,-0.011715,0,99141.31,33.46,0.01924404,
40.293878,0.011209,0.016744,-0.02093,-9.66368,-9.663717,-0.003195,-0.007455,-0.00213,99141.49,33.45,-0.00513196,
40.305119,0.011242,-0.00598,-0.042458,-9.629594,-9.629689,-0.003195,-0.005325,-0.001065,99141.49,33.45,0.02889604,
40.316401,0.011282,-0.007176,-0.043056,-9.663082,-9.663181,-0.003195,-0.00852,0.001065,99141.49,33.45,-0.00459596,
40.327473,0.011072,-0.007774,-0.040664,-9.644544,-9.644633,-0.00426,-0.01065,0,99141.49,33.45,0.01395204,
40.338717,0.011243,-0.01196,-0.032292,-9.614046,-9.614108,-0.005325,-0.005325,0.00213,99141.49,33.45,0.04447704,
40.349823,0.011106,0.03289,-0.041262,-9.679228,-9.679372,-0.00426,-0.00639,0,99141.49,33.45,-0.02078696,
40.360972,0.011149,0.010764,-0.038272,-9.66667,-9.666752,-0.00639,-0.00852,0.001065,99141.49,33.45,-0.00816696,
40.37221,0.011238,-0.025714,-0.019136,-9.668464,-9.668517,-0.00213,-0.007455,0.00213,99141.49,33.45,-0.00993196,
40.383451,0.011241,0.018538,-0.031694,-9.67564,-9.67571,-0.00213,-0.00852,0,99141.49,33.45,-0.01712496,
40.394657,0.011206,0.033488,-0.02392,-9.683414,-9.683501,-0.00639,-0.00213,0.001065,99141.49,33.45,-0.02491596,
40.405774,0.011117,-0.004784,-0.045448,-9.658298,-9.658406,-0.00426,-0.005325,0.00213,99141.66,33.45,0.00017904,
40.416898,0.011124,0.028704,-0.030498,-9.68162,-9.681711,-0.00426,-0.005325,-0.001065,99141.66,33.45,-0.02312596,
40.428261,0.011363,0.01495,-0.03289,-9.676238,-9.676305,-0.00639,-0.005325,0.001065,99141.66,33.45,-0.01771996,
40.439361,0.0111,0.004186,-0.03887,-9.666072,-9.666151,-0.00426,-0.00213,0.001065,99141.66,33.45,-0.00756596,
40.450495,0.011134,0.011362,-0.018538,-9.676238,-9.676262,-0.003195,-0.00639,0.001065,99141.66,33.45,-0.01767696,
40.461614,0.01112,0.004784,-0.04186,-9.667866,-9.667958,-0.00213,-0.00639,-0.001065,99141.66,33.45,-0.00937296,
40.472834,0.01122,0.000598,-0.052026,-9.637966,-9.638106,-0.00426,-0.00639,0.00213,99141.66,33.45,0.02047904,
40.484062,0.011227,-0.011362,-0.022724,-9.649926,-9.649959,-0.003195,-0.00213,-0.00213,99141.66,33.45,0.00862604,
40.495191,0.011129,0.009568,-0.04784,-9.63079,-9.630914,-0.005325,-0.00639,0,99141.66,33.45,0.02767104,
40.50655,0.01136,-0.00299,-0.023322,-9.635574,-9.635603,-0.003195,-0.009585,-0.00213,99141.66,33.45,0.02298204,
40.51756,0.01101,0.006578,-0.03289,-9.66667,-9.666728,-0.00426,-0.00639,-0.001065,99141.9,33.45,-0.00814296,
40.528757,0.011198,0.010166,-0.03887,-9.655308,-9.655392,-0.00213,-0.007455,0.00213,99141.9,33.45,0.00319304,
40.539964,0.011207,0.010166,-0.013754,-9.653514,-9.653529,-0.00213,-0.00852,0,99141.9,33.45,0.00505604,
40.551147,0.011183,0.014352,-0.04485,-9.661886,-9.662001,-0.003195,-0.00426,-0.00213,99141.9,33.45,-0.00341596,
40.5623,0.011153,0.01196,-0.025116,-9.649926,-9.649966,-0.005325,-0.003195,0,99141.9,33.45,0.00861904,
40.573475,0.011175,0.011362,-0.022126,-9.669062,-9.669094,-0.003195,-0.007455,0,99141.9,33.45,-0.01050896,
40.584774,0.011298,0.016744,-0.019136,-9.661886,-9.661919,-0.003195,-0.009585,-0.001065,99141.9,33.45,-0.00333396,
40.595864,0.01109,0.023322,-0.02691,-9.65471,-9.654776,-0.00426,-0.00639,0.00213,99141.9,33.45,0.00380904,
40.607105,0.011241,0.007176,-0.024518,-9.652916,-9.65295,-0.005325,-0.00639,0,99141.9,33.45,0.00563504,
40.618206,0.011102,0.008372,-0.0299,-9.635574,-9.635624,-0.005325,-0.007455,0.00213,99141.9,33.45,0.02296104,
40.629428,0.011221,-0.006578,-0.0299,-9.649328,-9.649377,-0.003195,-0.007455,0.001065,99141.9,33.45,0.00920804,
40.640653,0.011225,0.004784,-0.029302,-9.628996,-9.629042,-0.00639,-0.00426,0.003195,99142.23,33.45,0.02954304,
40.651799,0.011146,0.00299,-0.032292,-9.626006,-9.626061,-0.005325,-0.00639,0,99142.23,33.45,0.03252404,
40.662994,0.011195,0.016146,-0.020332,-9.637368,-9.637403,-0.003195,-0.00852,-0.001065,99142.23,33.45,0.02118204,
40.674131,0.011137,0.001794,-0.029302,-9.63378,-9.633825,-0.00426,-0.00426,-0.001065,99142.23,33.45,0.02476004,
40.685412,0.011281,0.01196,-0.02392,-9.658298,-9.658335,-0.00426,-0.005325,-0.00213,99142.23,33.45,0.00025004,
40.696588,0.011176,-0.008372,-0.03289,-9.636172,-9.636232,-0.00426,-0.007455,-0.001065,99142.23,33.45,0.02235304,
40.707877,0.01129,0.013156,-0.025714,-9.637966,-9.638009,-0.00639,-0.00852,-0.001065,99142.23,33.45,0.02057604,
40.718952,0.011074,0.019734,-0.035282,-9.679826,-9.67991,-0.00426,-0.007455,0,99142.23,33.45,-0.02132496,
40.730087,0.011135,0.005382,-0.041262,-9.664876,-9.664966,-0.00639,-0.00639,0,99142.23,33.45,-0.00638096,
40.741296,0.011208,0.031096,-0.038272,-9.671454,-9.67158,-0.003195,-0.00852,0.001065,99142.23,33.45,-0.01299496,
40.753027,0.011732,0.011362,-0.02093,-9.68461,-9.684639,-0.003195,-0.00852,0.001065,99142.42,33.45,-0.02605396,
40.763704,0.010676,0.036478,-0.044252,-9.664278,-9.664448,-0.005325,-0.007455,0,99142.42,33.45,-0.00586296,
40.775005,0.011302,0.028106,-0.033488,-9.658896,-9.658995,-0.00426,-0.00426,-0.00213,99142.42,33.45,-0.00040996,
40.7861,0.011095,0.010166,-0.031694,-9.66069,-9.660747,-0.003195,-0.007455,0,99142.42,33.45,-0.00216196,
40.797156,0.011056,-0.004784,-0.043056,-9.689394,-9.689491,-0.005325,-0.005325,-0.001065,99142.42,33.45,-0.03090596,
40.808396,0.01124,0.027508,-0.05083,-9.653514,-9.653687,-0.001065,-0.00639,-0.001065,99142.42,33.45,0.00489804,
40.819612,0.011216,0.000598,-0.04485,-9.666072,-9.666176,-0.003195,-0.001065,-0.001065,99142.42,33.45,-0.00759096,
40.830804,0.011191,-0.001196,-0.055016,-9.674444,-9.674601,-0.00426,-0.009585,0,99142.42,33.45,-0.01601596,
40.841933,0.011129,0.019136,-0.036478,-9.671454,-9.671542,-0.005325,-0.00426,-0.001065,99142.42,33.45,-0.01295696,
40.85314,0.011207,-0.010166,-0.044252,-9.637368,-9.637475,-0.001065,-0.009585,0,99142.42,33.45,0.02111004,
40.864441,0.0113,-0.00598,-0.038272,-9.682218,-9.682295,-0.005325,-0.00852,-0.00213,99142.71,33.45,-0.02370996,
40.875545,0.011104,0.019734,-0.050232,-9.658298,-9.658449,-0.005325,-0.009585,0.001065,99142.71,33.45,0.00013604,
40.886659,0.011114,0.001794,-0.038272,-9.646936,-9.647012,-0.005325,-0.00639,0.00213,99142.71,33.45,0.01157304,
40.897925,0.011266,0.008372,-0.03887,-9.63677,-9.636852,-0.001065,-0.00426,-0.001065,99142.71,33.45,0.02173304,
40.909012,0.011088,0.046046,-0.048438,-9.665474,-9.665705,-0.003195,-0.009585,0.003195,99142.71,33.45,-0.00711996,
40.920218,0.011206,0.013156,-0.023322,-9.62481,-9.624847,-0.003195,-0.00426,-0.001065,99142.71,33.45,0.03373804,
40.931457,0.011239,-0.017342,-0.027508,-9.676836,-9.676891,-0.003195,-0.003195,0.00213,99142.71,33.45,-0.01830596,
40.942897,0.011441,0.016744,-0.03887,-9.663082,-9.663175,-0.005325,-0.00852,0,99142.71,33.45,-0.00458996,
40.954083,0.011185,-0.02392,-0.01794,-9.642152,-9.642198,-0.003195,-0.00213,-0.003195,99142.71,33.45,0.01638704,
40.96531,0.011227,0.018538,-0.02691,-9.63976,-9.639815,-0.003195,-0.00639,0,99142.71,33.45,0.01877004,
40.976446,0.011136,0.019136,-0.051428,-9.638564,-9.63872,-0.005325,-0.00852,0.001065,99142.79,33.45,0.01986504,
40.987366,0.01092,-0.02691,-0.034684,-9.619428,-9.619528,-0.003195,-0.009585,0,99142.79,33.45,0.03905704,
40.998707,0.011341,0.013156,-0.040664,-9.622418,-9.622513,-0.00213,-0.009585,-0.001065,99142.79,33.45,0.03607204,
41.00972,0.011014,0.02093,-0.046644,-9.640358,-9.640494,-0.00426,-0.00852,0,99142.79,33.45,0.01809104,
41.020871,0.011151,-0.017342,-0.057408,-9.626604,-9.626791,-0.005325,-0.005325,0,99142.79,33.45,0.03179404,
41.032131,0.01126,0.004186,-0.018538,-9.650524,-9.650543,-0.005325,-0.00852,0.00213,99142.79,33.45,0.00804204,
41.043327,0.011196,0.010166,-0.036478,-9.649328,-9.649402,-0.00639,-0.01065,0.001065,99142.79,33.45,0.00918304,
41.054435,0.011108,0.012558,-0.044252,-9.64873,-9.64884,-0.005325,-0.005325,-0.001065,99142.79,33.45,0.00974504,
41.065635,0.0112,-0.00299,-0.026312,-9.64574,-9.645776,-0.003195,-0.007455,0.001065,99142.79,33.45,0.01280904,
41.076916,0.011281,-0.00598,-0.019136,-9.676836,-9.676857,-0.00426,-0.00639,0,99142.79,33.45,-0.01827196,
41.088687,0.011771,0.023322,-0.041262,-9.636172,-9.636289,-0.005325,-0.009585,-0.001065,99143.02,33.45,0.02229604,
41.099251,0.010565,0.025116,-0.043654,-9.677434,-9.677565,-0.00639,-0.00213,0,99143.02,33.45,-0.01897996,
41.110358,0.011107,0.001196,-0.040066,-9.674444,-9.674527,-0.00426,-0.00639,-0.00213,99143.02,33.45,-0.01594196,
41.121559,0.0112,0.016146,-0.041262,-9.66667,-9.666772,-0.00426,-0.00852,0.001065,99143.02,33.45,-0.00818696,
41.132857,0.011299,-0.004784,-0.01495,-9.67265,-9.672663,-0.00426,-0.009585,0.003195,99143.02,33.45,-0.01407796,
41.144145,0.011288,0.007774,-0.04186,-9.671454,-9.671548,-0.00639,-0.00213,0.001065,99143.02,33.45,-0.01296296,
41.155121,0.010975,0.021528,-0.058604,-9.679826,-9.680027,-0.00426,-0.01065,-0.001065,99143.02,33.45,-0.02144196,
41.166304,0.011183,0.019734,-0.025116,-9.677434,-9.677487,-0.00639,-0.007455,0,99143.02,33.45,-0.01890196,
41.177477,0.011173,0.009568,-0.02093,-9.642152,-9.642179,-0.003195,-0.00426,0,99143.02,33.45,0.01640604,
41.188739,0.011263,0.025116,-0.035282,-9.671454,-9.671551,-0.00639,-0.005325,-0.001065,99143.02,33.45,-0.01296596,
41.199961,0.011222,-0.016744,-0.020332,-9.650524,-9.65056,-0.00213,-0.00639,-0.001065,99143.02,33.45,0.00802504,
41.211101,0.01114,0.004186,-0.026312,-9.66368,-9.663717,-0.005325,-0.00639,0.001065,99143.27,33.45,-0.00513196,
41.222213,0.011112,0.01794,-0.037674,-9.670856,-9.670946,-0.00213,-0.009585,-0.00213,99143.27,33.45,-0.01236096,
41.233406,0.011193,0.01495,-0.036478,-9.662484,-9.662564,-0.007455,-0.00426,0.001065,99143.27,33.45,-0.00397896,
41.244769,0.011363,0.02392,-0.030498,-9.641554,-9.641632,-0.00426,-0.009585,0,99143.27,33.45,0.01695304,
41.255803,0.011034,0.00897,-0.046644,-9.67265,-9.672767,-0.005325,-0.00639,-0.00213,99143.27,33.45,-0.01418196,
41.26701,0.011207,0.007774,-0.034684,-9.669062,-9.669127,-0.005325,-0.003195,0.001065,99143.27,33.45,-0.01054196,
41.278144,0.011134,0.001794,-0.02093,-9.65471,-9.654733,-0.00639,-0.005325,-0.001065,99143.27,33.45,0.00385204,
41.289306,0.011162,0.000598,-0.037674,-9.652318,-9.652392,-0.005325,-0.00639,0.001065,99143.27,33.45,0.00619304,
41.300548,0.011242,0.016146,-0.032292,-9.64873,-9.648798,-0.005325,-0.00426,0.001065,99143.27,33.45,0.00978704,
41.311778,0.011229,0.004186,-0.026312,-9.634378,-9.634415,-0.00213,-0.007455,-0.001065,99143.27,33.45,0.02417004,
41.322885,0.011107,-0.01495,-0.035282,-9.632584,-9.63266,-0.003195,-0.007455,-0.001065,99143.63,33.45,0.02592504,
41.33407,0.011185,-0.001794,-0.034086,-9.68162,-9.68168,-0.00426,-0.007455,-0.001065,99143.63,33.45,-0.02309496,
41.345275,0.011205,0.01794,-0.054418,-9.67564,-9.67581,-0.007455,-0.007455,0.001065,99143.63,33.45,-0.01722496,
41.356453,0.011178,-0.016744,-0.031694,-9.655308,-9.655375,-0.003195,-0.007455,-0.001065,99143.63,33.45,0.00321004,
41.367665,0.011212,-0.013754,-0.046644,-9.646936,-9.647059,-0.00426,-0.00639,0.001065,99143.63,33.45,0.01152604,
41.378779,0.011114,0.025116,-0.046644,-9.658298,-9.658443,-0.003195,-0.003195,-0.00213,99143.63,33.45,0.00014204,
41.38996,0.011181,0.005382,-0.030498,-9.651122,-9.651172,-0.00426,-0.003195,0.005325,99143.63,33.45,0.00741304,
41.401178,0.011218,0.001196,-0.025116,-9.63079,-9.630823,-0.00639,-0.005325,0,99143.63,33.45,0.02776204,
41.412884,0.011705,0.0299,-0.027508,-9.664876,-9.664961,-0.005325,-0.00639,-0.00213,99143.63,33.45,-0.00637596,
41.423592,0.010708,0.019734,-0.03887,-9.626006,-9.626105,-0.003195,-0.007455,0.00213,99143.63,33.45,0.03248004,
41.434786,0.011194,0.001196,-0.028704,-9.626006,-9.626049,-0.00213,-0.00639,-0.001065,99143.89,33.45,0.03253604,
41.445986,0.0112,0.002392,-0.042458,-9.65172,-9.651814,-0.00426,-0.009585,0.001065,99143.89,33.45,0.00677104,
41.457106,0.01112,0.01196,-0.034086,-9.662484,-9.662552,-0.003195,-0.007455,0.001065,99143.89,33.45,-0.00396696,
41.46858,0.011474,0.009568,-0.016146,-9.666072,-9.66609,-0.00639,-0.005325,-0.001065,99143.89,33.45,-0.00750496,
41.479516,0.010936,0.025116,-0.046046,-9.645142,-9.645285,-0.003195,-0.00639,0.001065,99143.89,33.45,0.01330004,
41.490712,0.011196,0.009568,-0.03289,-9.660092,-9.660153,-0.005325,-0.00852,-0.001065,99143.89,33.45,-0.00156796,
41.501812,0.0111,-0.003588,-0.01794,-9.66966,-9.669677,-0.00213,-0.009585,0.001065,99143.89,33.45,-0.01109196,
41.51299,0.011178,0.00897,-0.028106,-9.662484,-9.662529,-0.00213,-0.00426,0.001065,99143.89,33.45,-0.00394396,
41.524404,0.011414,0.031096,-0.020332,-9.6876,-9.687671,-0.005325,-0.00852,0.001065,99143.89,33.45,-0.02908596,
41.535547,0.011143,0.007774,-0.03289,-9.673846,-9.673905,-0.00213,-0.005325,0.00213,99143.89,33.45,-0.01531996,
41.546566,0.011018,-0.010166,-0.05083,-9.684012,-9.684151,-0.00213,-0.00639,0,99144.2,33.45,-0.02556596,
41.557713,0.011148,0.02691,-0.041262,-9.675042,-9.675167,-0.001065,-0.005325,0.001065,99144.2,33.45,-0.01658196,
41.568966,0.011252,0.009568,-0.045448,-9.647534,-9.647646,-0.00639,-0.00213,-0.001065,99144.2,33.45,0.01093904,
41.580277,0.011311,0.014352,-0.050232,-9.66069,-9.660831,-0.00639,-0.00639,-0.00213,99144.2,33.45,-0.00224596,
41.591315,0.011038,0.036478,-0.057408,-9.674444,-9.674683,-0.00426,-0.009585,0,99144.2,33.45,-0.01609796,
41.602469,0.011155,0.007176,-0.038272,-9.646936,-9.647015,-0.00426,-0.007455,-0.003195,99144.2,33.45,0.01157004,
41.613724,0.011255,0.008372,-0.038272,-9.623614,-9.623694,-0.005325,-0.007455,0.00426,99144.2,33.45,0.03489104,
41.624977,0.011253,0.02392,-0.036478,-9.64275,-9.642849,-0.00426,-0.009585,-0.001065,99144.2,33.45,0.01573604,
41.636071,0.011094,-0.014352,-0.026312,-9.650524,-9.650571,-0.003195,-0.005325,0,99144.2,33.45,0.00801404,
41.647134,0.011063,0.010764,-0.020332,-9.657102,-9.657129,-0.007455,-0.005325,-0.00426,99144.2,33.45,0.00145604,
41.657226,0.010092,0.003588,-0.030498,-9.65471,-9.654759,-0.003195,-0.009585,0.001065,99144.73,33.44,0.00382604,
41.667308,0.010082,-0.009568,-0.042458,-9.646936,-9.647034,-0.00426,-0.00639,0,99144.73,33.44,0.01155104,
41.677425,0.010116,0.01196,-0.03887,-9.657102,-9.657188,-0.003195,-0.01065,-0.00213,99144.73,33.44,0.00139704,
41.687538,0.010113,-0.008372,-0.02093,-9.663082,-9.663108,-0.003195,-0.007455,0.00213,99144.73,33.44,-0.00452296,
41.697632,0.010095,-0.00299,-0.025116,-9.658298,-9.658331,-0.005325,-0.00639,0.001065,99144.73,33.44,0.00025404,
41.70772,0.010088,-0.000598,-0.032292,-9.67863,-9.678684,-0.005325,-0.00639,0,99144.73,33.44,-0.02009896,
41.717848,0.010128,-0.006578,-0.042458,-9.66069,-9.660786,-0.005325,-0.003195,0,99144.73,33.44,-0.00220096,
41.727951,0.010103,0.001794,-0.02093,-9.663082,-9.663105,-0.00639,-0.00639,0.00213,99144.73,33.44,-0.00451996,
41.738047,0.010096,0.008372,-0.017342,-9.656504,-9.656523,-0.003195,-0.003195,0,99144.73,33.44,0.00206204,
41.748133,0.010086,0.01196,-0.049036,-9.648132,-9.648264,-0.00639,-0.01065,0.00213,99144.73,33.44,0.01032104,
41.758344,0.010211,0.003588,-0.03289,-9.668464,-9.668521,-0.005325,-0.00426,0.003195,99144.73,33.44,-0.00993596,
41.768458,0.010114,-0.006578,-0.034086,-9.638564,-9.638627,-0.00426,-0.007455,-0.001065,99144.73,33.44,0.01995804,
41.778542,0.010084,0.006578,-0.043056,-9.653514,-9.653612,-0.003195,-0.007455,0.00213,99145.02,33.44,0.00497304,
41.788631,0.010088,0.002392,-0.052026,-9.635574,-9.635715,-0.005325,-0.005325,0,99145.02,33.44,0.02287004,
41.798887,0.010257,-0.004784,-0.040066,-9.640358,-9.640442,-0.00426,-0.005325,0,99145.02,33.44,0.01814304,
41.808992,0.010104,0.011362,-0.057408,-9.649926,-9.650103,-0.003195,-0.011715,0.001065,99145.02,33.44,0.00848204,
41.819079,0.010087,0.02392,-0.04485,-9.670856,-9.67099,-0.00639,-0.005325,0.001065,99145.02,33.44,-0.01240496,
41.829185,0.010106,-0.006578,-0.038272,-9.654112,-9.65419,-0.00426,-0.00639,-0.001065,99145.02,33.44,0.00439504,
41.839301,0.010115,0.010764,-0.029302,-9.674444,-9.674494,-0.005325,-0.007455,0.001065,99145.02,33.44,-0.01590896,
41.849424,0.010123,0.029302,-0.048438,-9.658298,-9.658464,-0.00213,-0.005325,-0.001065,99145.02,33.44,0.00012104,
41.859516,0.010092,0.007176,-0.057408,-9.661886,-9.662059,-0.00213,-0.009585,0.00213,99145.02,33.44,-0.00347396,
41.869599,0.010084,0.019136,-0.040664,-9.67863,-9.678734,-0.00639,-0.00852,0.001065,99145.02,33.44,-0.02014896,
41.879687,0.010087,0.03289,-0.055614,-9.663082,-9.663298,-0.00426,-0.00426,0,99145.02,33.44,-0.00471296,
41.889787,0.0101,0.025116,-0.035282,-9.661288,-9.661385,-0.00426,-0.00639,-0.001065,99145.07,33.44,-0.00279996,
41.899889,0.010101,0.018538,-0.033488,-9.642152,-9.642228,-0.005325,-0.007455,-0.001065,99145.07,33.44,0.01635704,
41.909986,0.010097,-0.00299,-0.01196,-9.652318,-9.652326,-0.00426,-0.007455,0,99145.07,33.44,0.00625904,
41.920081,0.010095,-0.005382,-0.028106,-9.66667,-9.666712,-0.007455,-0.00852,0.001065,99145.07,33.44,-0.00812696,
41.930172,0.010091,0.010166,-0.043056,-9.67863,-9.678731,-0.00426,-0.00426,-0.001065,99145.07,33.44,-0.02014596,
41.940266,0.010094,-0.002392,-0.049036,-9.647534,-9.647659,-0.007455,-0.007455,0.001065,99145.07,33.44,0.01092604,
41.950351,0.010084,-0.021528,-0.022724,-9.634378,-9.634429,-0.003195,-0.00852,-0.001065,99145.07,33.44,0.02415604,
41.960441,0.01009,-0.006578,-0.027508,-9.648132,-9.648173,-0.00639,-0.009585,0,99145.07,33.44,0.01041204,
41.970493,0.010052,-0.003588,-0.031096,-9.650524,-9.650575,-0.003195,-0.007455,-0.001065,99145.07,33.44,0.00801004,
41.980587,0.010094,-0.021528,-0.0299,-9.66966,-9.66973,-0.00426,-0.007455,-0.001065,99145.07,33.44,-0.01114496,
41.990693,0.010106,-0.010764,-0.034684,-9.631388,-9.631456,-0.003195,-0.00639,0,99145.07,33.44,0.02712904,
42.000856,0.010163,-0.007176,-0.026312,-9.634378,-9.634417,-0.005325,-0.00213,0,99145.16,33.44,0.02416804,
42.010943,0.010088,0.002392,-0.034684,-9.653514,-9.653577,-0.00213,-0.007455,0.001065,99145.16,33.44,0.00500804,
42.021078,0.010134,0.011362,-0.028106,-9.662484,-9.662532,-0.005325,-0.007455,0,99145.16,33.44,-0.00394696,
42.031169,0.010091,-0.003588,-0.02093,-9.645142,-9.645165,-0.003195,-0.00639,0.001065,99145.16,33.44,0.01342004,
42.041254,0.010085,0.007774,-0.03289,-9.657102,-9.657161,-0.00639,-0.009585,0.001065,99145.16,33.44,0.00142404,
42.05135,0.010096,0.01495,-0.031694,-9.66069,-9.660754,-0.005325,-0.00639,-0.001065,99145.16,33.44,-0.00216896,
