Time (s),dt, X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg),1,2,3,4
1.7284306,0.02,-4.233501,6.586843,5.657829,9.660231,54.148769,122.729706,1,2,3,4
1.7491636,0.02,-4.371089,6.543173,5.745765,9.743375,53.863571,123.744431,1,2,3,4
1.7698965,0.02,-4.328018,6.040681,5.99103,9.545365,51.123959,125.620789,1,2,3,4
1.790629,0.02,-4.043272,5.706882,6.42413,9.496632,47.432053,125.317207,1,2,3,4
1.811362,0.02,-3.847061,6.017949,6.538388,9.68329,47.528465,122.589333,1,2,3,4
1.8320948,0.02,-3.977469,6.396613,6.571887,9.99633,48.895836,121.873703,1,2,3,4
1.8528273,0.02,-3.975077,6.512067,6.251847,9.863764,50.667507,121.400604,1,2,3,4
1.8735603,0.02,-4.488935,6.291927,5.853442,9.695446,52.862411,125.505714,1,2,3,4
1.8942932,0.02,-4.159922,6.174081,5.079962,9.012782,55.692112,123.970978,1,2,3,4
1.9150257,0.02,-4.22393,6.414559,4.601996,8.953576,59.070423,123.364548,1,2,3,4
1.9357587,0.02,-4.209573,6.531209,6.189036,9.933849,51.462631,122.803078,1,2,3,4
1.9564916,0.02,-4.409972,6.219544,7.203593,10.489154,46.625359,125.338577,1,2,3,4
1.977224,0.02,-3.866802,6.047261,7.640881,10.483539,43.210297,122.596077,1,2,3,4
1.997957,0.02,-3.876971,6.053243,6.645467,9.78953,47.247395,122.63868,1,2,3,4
2.0186899,0.02,-4.133601,6.203991,5.422136,9.218227,53.970814,123.674767,1,2,3,4
2.0394228,0.02,-4.384848,6.36431,6.181259,9.896429,51.347538,124.565849,1,2,3,4
2.0601554,0.02,-4.506283,6.177072,6.859624,10.272159,48.103428,126.111412,1,2,3,4
2.0808876,0.02,-4.777869,6.227919,6.954141,10.4869,48.46125,127.494316,1,2,3,4
2.1016212,0.02,-4.454239,6.143572,6.345766,9.892041,50.096077,125.943024,1,2,3,4
2.1223536,0.02,-4.372883,6.105287,5.981458,9.600755,51.463024,125.611954,1,2,3,4
2.1430864,0.02,-4.447659,6.337989,5.8008,9.674764,53.160133,125.059113,1,2,3,4
2.1638196,0.02,-4.449454,6.195616,6.03769,9.728155,51.637058,125.684456,1,2,3,4
2.1845522,0.02,-4.611567,6.046663,6.215357,9.821372,50.740036,127.331436,1,2,3,4
2.2052848,0.02,-4.833502,6.053243,6.417551,10.059297,50.35923,128.607285,1,2,3,4
2.2260177,0.02,-4.719842,5.889933,6.093921,9.700727,51.083126,128.706619,1,2,3,4
2.2467506,0.02,-5.017151,5.941379,5.678766,9.629131,53.860832,130.179153,1,2,3,4
2.2674832,0.02,-5.561518,6.172884,5.579464,10.008266,56.117912,132.017563,1,2,3,4
2.2882164,0.02,-5.419743,6.208776,6.04427,10.220358,53.743927,131.11824,1,2,3,4
2.308949,0.02,-5.006981,6.790831,5.829514,10.255168,55.358036,126.401909,1,2,3,4
2.3296819,0.02,-4.650451,6.857232,4.983053,9.668461,58.976299,124.144409,1,2,3,4
2.3504145,0.02,-4.819743,6.899106,3.870391,9.263235,65.302795,124.938301,1,2,3,4
2.3711474,0.02,-5.068596,7.149754,3.84048,9.568644,66.336716,125.333549,1,2,3,4
2.3918803,0.02,-5.276174,7.530811,4.49073,10.233171,63.970074,125.015533,1,2,3,4
2.4126127,0.02,-5.653043,6.97448,4.68754,10.127848,62.429691,129.025894,1,2,3,4
2.4333458,0.02,-5.923432,6.388238,4.298108,9.714441,63.740005,132.837921,1,2,3,4
