Time (s),dt, X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg),1,2,3,4
12.4689598,0.00245,0.33679,-0.083151,9.90808,9.914151,2.005255,346.1315,1,2,3,4
12.4714108,0.002451,0.379861,-0.068794,9.922438,9.929944,2.227916,349.734863,1,2,3,4
12.4738617,0.0024509,0.358325,-0.114257,9.917651,9.92478,2.171777,342.314362,1,2,3,4
12.4763126,0.0024509,0.387039,-0.092722,9.893723,9.901725,2.303503,346.52771,1,2,3,4
12.4787617,0.0024491,0.434896,-0.042473,9.872188,9.881854,2.534432,354.422089,1,2,3,4
12.4812126,0.0024509,0.399003,-0.109472,9.855438,9.86412,2.403955,344.657684,1,2,3,4
12.4836645,0.0024519,0.384646,-0.068794,9.84826,9.856009,2.272106,349.859894,1,2,3,4
12.4861145,0.00245,0.339183,-0.087936,9.888938,9.895144,2.029315,345.465546,1,2,3,4
12.4885654,0.0024509,0.315254,-0.047258,9.88176,9.8869,1.847691,351.474548,1,2,3,4
12.4910154,0.00245,0.327219,-0.05683,9.896116,9.901688,1.922136,350.147461,1,2,3,4
12.4934654,0.00245,0.334397,-0.092722,9.838689,9.844807,2.020036,344.502319,1,2,3,4
12.4959154,0.00245,0.332004,-0.05683,9.836296,9.842062,1.961343,350.286743,1,2,3,4
12.4983664,0.002451,0.391825,-0.02333,9.939187,9.946935,2.261572,356.592529,1,2,3,4
12.5008163,0.0024499,0.329611,-0.008973,9.951151,9.956613,1.897852,358.440613,1,2,3,4
12.5032682,0.0024519,0.305683,-0.05683,9.917651,9.922523,1.795587,349.468384,1,2,3,4
12.5057173,0.0024491,0.293719,-0.028116,9.824331,9.828761,1.720219,354.532135,1,2,3,4
12.5081692,0.0024519,0.245863,-0.087936,9.809975,9.813449,1.524698,340.319702,1,2,3,4
12.5106192,0.00245,0.272184,-0.064008,9.790833,9.794825,1.635901,346.76651,1,2,3,4
12.5130701,0.0024509,0.296112,-0.047258,9.865009,9.869565,1.740913,350.932281,1,2,3,4
12.5155191,0.002449,0.260219,-0.035294,9.843474,9.846977,1.528287,352.27597,1,2,3,4
12.5179691,0.00245,0.286541,0.026919,9.865009,9.869206,1.671052,5.366941,1,2,3,4
12.520421,0.0024519,0.286541,-0.044865,9.869795,9.874056,1.683304,351.101105,1,2,3,4
12.522871,0.00245,0.351147,0.012562,9.898509,9.904743,2.032977,2.04889,1,2,3,4
12.525322,0.002451,0.339183,0.024526,9.893723,9.899567,1.968713,4.135882,1,2,3,4
12.5277719,0.0024499,0.281755,-0.05683,9.857831,9.86202,1.670115,348.596527,1,2,3,4
12.5302229,0.002451,0.317647,0.005384,9.836296,9.841425,1.849809,0.971022,1,2,3,4
12.5326738,0.0024509,0.288933,-0.004187,9.857831,9.862065,1.678997,359.169678,1,2,3,4
12.5351248,0.002451,0.279362,-0.025723,9.869795,9.873781,1.628107,354.739197,1,2,3,4
12.5375757,0.0024509,0.401396,0.014955,9.84826,9.856447,2.335484,2.133729,1,2,3,4
12.5400267,0.002451,0.375075,0.034098,9.786046,9.79329,2.203892,5.194429,1,2,3,4
12.5424767,0.00245,0.269791,-0.020937,9.809975,9.813706,1.580163,355.562439,1,2,3,4
12.5449276,0.0024509,0.265005,-0.047258,9.891331,9.894993,1.558841,349.888763,1,2,3,4
12.5473776,0.00245,0.224327,-0.018544,9.920045,9.922598,1.299804,355.274292,1,2,3,4
12.5498285,0.0024509,0.233898,-0.004187,9.88176,9.884528,1.356096,358.974365,1,2,3,4
12.5522785,0.00245,0.284148,0.026919,9.833903,9.838045,1.662599,5.411869,1,2,3,4
12.5547295,0.002451,0.305683,0.026919,9.750154,9.754983,1.802766,5.032634,1,2,3,4
12.5571795,0.00245,0.351147,0.019741,9.771689,9.778017,2.06137,3.21767,1,2,3,4
12.5596313,0.0024518,0.35354,0.019741,9.829117,9.835493,2.063268,3.195938,1,2,3,4
12.5620804,0.0024491,0.231506,0.043669,9.884152,9.88696,1.365444,10.682215,1,2,3,4
12.5645304,0.00245,0.186042,0.041276,9.903295,9.905128,1.102339,12.509298,1,2,3,4
12.5669813,0.0024509,0.181256,-0.008973,9.884152,9.885818,1.051833,357.165894,1,2,3,4
12.5694323,0.002451,0.186042,0.000598,9.860224,9.861979,1.080827,0.18423,1,2,3,4
12.5718832,0.0024509,0.288933,0.05324,9.87458,9.87895,1.704217,10.440495,1,2,3,4
12.5743332,0.00245,0.30329,-0.013759,9.83151,9.836196,1.768682,357.402557,1,2,3,4
12.5767841,0.0024509,0.288933,0.005384,9.817153,9.821405,1.686092,1.0675,1,2,3,4
12.5792341,0.00245,0.351147,0.08674,9.824331,9.830988,2.108586,13.875365,1,2,3,4
12.581686,0.0024519,0.279362,-0.011366,9.850653,9.85462,1.625821,357.670197,1,2,3,4
12.584136,0.00245,0.291326,0.06999,9.853045,9.857599,1.741587,13.509081,1,2,3,4
12.5865879,0.0024519,0.260219,0.031705,9.867402,9.870884,1.521871,6.946626,1,2,3,4
12.5890379,0.00245,0.202792,0.05324,9.845867,9.8481,1.21997,14.710279,1,2,3,4
12.5914888,0.0024509,0.205185,0.010169,9.83151,9.833656,1.197303,2.83741,1,2,3,4
12.5939388,0.00245,0.324826,0.043669,9.826724,9.832189,1.910288,7.656839,1,2,3,4
12.5963898,0.002451,0.308076,0.000598,9.817153,9.821986,1.797547,0.111254,1,2,3,4
12.5988398,0.00245,0.334397,0.014955,9.829117,9.834815,1.950537,2.560717,1,2,3,4
12.6012917,0.0024519,0.310469,-0.018544,9.84826,9.853169,1.808835,356.581757,1,2,3,4
12.6037416,0.0024499,0.219541,-0.035294,9.819546,9.822063,1.297393,350.867096,1,2,3,4
12.6061926,0.002451,0.200399,0.017348,9.819546,9.821606,1.173532,4.947599,1,2,3,4
12.6086426,0.00245,0.188435,0.022134,9.812367,9.814201,1.107652,6.699283,1,2,3,4
12.6110935,0.0024509,0.131007,0.014955,9.783653,9.784542,0.772278,6.512423,1,2,3,4
12.6135435,0.00245,0.255434,0.084347,9.824331,9.828013,1.568478,18.273779,1,2,3,4
12.6159925,0.002449,0.305683,0.007777,9.841082,9.845831,1.779713,1.457308,1,2,3,4
12.6184435,0.002451,0.293719,-0.02333,9.862617,9.867017,1.711208,355.458557,1,2,3,4
12.6208935,0.00245,0.260219,-0.00658,9.862617,9.866051,1.511808,358.551453,1,2,3,4
12.6233444,0.0024509,0.171685,-0.02333,9.833903,9.83543,1.009494,352.261566,1,2,3,4
12.6257935,0.0024491,0.183649,0.000598,9.867402,9.869111,1.066245,0.186631,1,2,3,4
12.6282444,0.0024509,0.221934,0.024526,9.829117,9.831653,1.301309,6.306289,1,2,3,4
12.6306944,0.00245,0.188435,0.000598,9.812367,9.814177,1.100207,0.181891,1,2,3,4
12.6331453,0.0024509,0.315254,-0.020937,9.697512,9.702657,1.86603,356.200348,1,2,3,4
12.6355944,0.0024491,0.286541,-0.085543,9.747761,9.752346,1.757026,343.377594,1,2,3,4
12.6380463,0.0024519,0.286541,-0.066401,9.853045,9.857435,1.709949,346.952972,1,2,3,4
12.6404963,0.00245,0.296112,-0.047258,9.958329,9.962843,1.724763,350.932281,1,2,3,4
12.6429462,0.0024499,0.229113,-0.102293,9.929616,9.932786,1.447533,335.94043,1,2,3,4
12.6453981,0.0024519,0.255434,-0.011366,9.84826,9.851579,1.487274,357.452209,1,2,3,4
12.6478481,0.00245,0.312862,-0.035294,9.812367,9.817417,1.837815,353.563629,1,2,3,4
12.6502991,0.002451,0.257827,-0.05683,9.731011,9.734592,1.554189,347.569763,1,2,3,4
12.6527491,0.00245,0.343968,-0.090329,9.740582,9.747072,2.09097,345.285858,1,2,3,4
12.655201,0.0024519,0.432503,-0.078365,9.778868,9.788741,2.573594,349.730042,1,2,3,4
12.6576509,0.0024499,0.363111,-0.075972,9.81476,9.821769,2.164646,348.182709,1,2,3,4
12.6601019,0.002451,0.334397,-0.114257,9.862617,9.868945,2.052045,341.135651,1,2,3,4
12.6625528,0.0024509,0.276969,-0.107079,9.92483,9.929272,1.713722,338.863037,1,2,3,4
12.6650038,0.002451,0.279362,-0.109472,9.862617,9.867179,1.742374,338.601624,1,2,3,4
12.6674538,0.00245,0.293719,-0.119043,9.757333,9.762479,1.860463,337.937531,1,2,3,4
12.6699047,0.0024509,0.332004,-0.080758,9.685548,9.691573,2.02052,346.328705,1,2,3,4
12.6723537,0.002449,0.415753,-0.071186,9.654441,9.663651,2.501629,350.283875,1,2,3,4
12.6748047,0.002451,0.451645,-0.152542,9.800404,9.811991,2.784739,341.337677,1,2,3,4
12.6772547,0.00245,0.355932,-0.147757,9.867402,9.874925,2.236597,337.455383,1,2,3,4
12.6797056,0.0024509,0.327219,-0.169292,9.905687,9.912537,2.130103,332.64444,1,2,3,4
12.6821556,0.00245,0.358325,-0.119043,9.860224,9.867451,2.193031,341.622467,1,2,3,4
12.6846066,0.002451,0.300897,-0.135793,9.790833,9.796396,1.931075,335.710724,1,2,3,4
12.6870565,0.0024499,0.384646,-0.131007,9.764511,9.772963,2.38302,341.19162,1,2,3,4
12.6895065,0.00245,0.367896,-0.147757,9.764511,9.772556,2.325068,338.118317,1,2,3,4
12.6919575,0.002451,0.444467,-0.152542,9.750154,9.761472,2.759247,341.057617,1,2,3,4
12.6944084,0.0024509,0.561715,-0.102293,9.764511,9.78119,3.346441,349.679047,1,2,3,4
12.6968594,0.002451,0.485145,-0.171685,9.807582,9.821074,3.003679,340.511932,1,2,3,4
12.6993084,0.002449,0.477966,-0.205185,9.867402,9.881102,3.017464,336.766785,1,2,3,4
12.7017603,0.0024519,0.477966,-0.178863,9.876974,9.89015,2.957838,339.483246,1,2,3,4
12.7042103,0.00245,0.420539,-0.142971,9.819546,9.829587,2.58997,341.223419,1,2,3,4
12.7066612,0.0024509,0.394218,-0.121436,9.790833,9.799519,2.41257,342.878937,1,2,3,4
12.7091112,0.00245,0.458824,-0.095115,9.733404,9.744677,2.756195,348.288391,1,2,3,4
12.7115622,0.002451,0.509073,-0.140578,9.716655,9.730997,3.111183,344.562744,1,2,3,4
12.7140112,0.002449,0.501895,-0.1334,9.795618,9.809374,3.034672,345.115356,1,2,3,4
12.7164631,0.0024519,0.518644,-0.109472,9.893723,9.907913,3.06682,348.08136,1,2,3,4
12.7189131,0.00245,0.434896,-0.195613,9.903295,9.914769,2.756834,335.782074,1,2,3,4
12.721364,0.0024509,0.379861,-0.111864,9.833903,9.841873,2.305965,343.590912,1,2,3,4
12.723814,0.00245,0.365504,-0.107079,9.771689,9.779109,2.232042,343.671417,1,2,3,4
12.726264,0.00245,0.387039,-0.131007,9.745368,9.75393,2.400859,341.299805,1,2,3,4
12.7287149,0.0024509,0.434896,-0.087936,9.78126,9.791319,2.597291,348.568878,1,2,3,4
12.7311649,0.00245,0.477966,-0.05683,9.843474,9.855236,2.799532,353.219452,1,2,3,4
12.7336168,0.0024519,0.384646,-0.092722,9.855438,9.863378,2.29908,346.446991,1,2,3,4
12.7360659,0.0024491,0.391825,-0.073579,9.843474,9.851544,2.319253,349.364502,1,2,3,4
12.7385168,0.0024509,0.315254,-0.11665,9.841082,9.846821,1.956347,339.69458,1,2,3,4
12.7409668,0.00245,0.346361,-0.114257,9.824331,9.831099,2.126056,341.743347,1,2,3,4
12.7434177,0.0024509,0.394218,-0.085543,9.795618,9.803921,2.358168,347.756897,1,2,3,4
12.7458677,0.00245,0.327219,-0.054437,9.733404,9.739056,1.952041,350.554657,1,2,3,4
12.7483187,0.002451,0.384646,-0.011366,9.733404,9.741008,2.263994,358.307465,1,2,3,4
12.7507696,0.0024509,0.375075,-0.064008,9.783653,9.791049,2.227126,350.315552,1,2,3,4
12.7532206,0.002451,0.360718,-0.037687,9.872188,9.878847,2.10394,354.035522,1,2,3,4
12.7556705,0.0024499,0.332004,-0.04008,9.912866,9.918505,1.932189,353.116516,1,2,3,4
12.7581215,0.002451,0.250648,-0.064008,9.896116,9.899497,1.497502,345.674561,1,2,3,4
12.7605715,0.00245,0.245863,-0.030508,9.833903,9.837024,1.4432,352.926453,1,2,3,4
12.7630234,0.0024519,0.300897,-0.004187,9.788439,9.793063,1.760809,359.202698,1,2,3,4
12.7654734,0.00245,0.322433,-0.054437,9.769297,9.774768,1.91714,350.417053,1,2,3,4
12.7679243,0.0024509,0.339183,0.034098,9.766904,9.772851,1.998999,5.740607,1,2,3,4
12.7703743,0.00245,0.363111,-0.00658,9.819546,9.826259,2.118032,358.961792,1,2,3,4
12.7728243,0.00245,0.296112,-0.047258,9.869795,9.874349,1.740126,350.932281,1,2,3,4
12.7752762,0.0024519,0.22672,0.012562,9.900902,9.903505,1.31388,3.171457,1,2,3,4
