Time (s),dt, X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg),1,2,3,ag
1869.714844,0.00244,0.875175,9.677173,1.705484,9.865205,80.044762,84.832397,1,2,3,0
1869.717407,0.00244,0.851247,9.684352,1.71027,9.870984,80.022446,84.976662,1,2,3,0
1869.719727,0.00244,0.853639,9.681958,1.683949,9.864315,80.17083,84.961372,1,2,3,0
1869.72229,0.00244,0.889532,9.686745,1.688735,9.872999,80.151375,84.753258,1,2,3,0
1869.724609,0.00244,0.891925,9.701101,1.67677,9.885264,80.234085,84.746964,1,2,3,0
1869.727051,0.00244,0.844068,9.665209,1.688735,9.847869,80.125992,85.008987,1,2,3,0
1869.729614,0.00244,0.879961,9.684352,1.674378,9.867348,80.230278,84.808121,1,2,3,0
1869.731934,0.00244,0.865604,9.672387,1.669592,9.85352,80.244675,84.886093,1,2,3,0
1869.734375,0.00244,0.879961,9.677173,1.667199,9.859085,80.264343,84.804291,1,2,3,0
1869.736816,0.00244,0.89671,9.626924,1.688735,9.814967,80.09256,84.678474,1,2,3,0
1869.739258,0.00244,0.870389,9.634102,1.671985,9.816772,80.193619,84.837646,1,2,3,0
1869.741821,0.00244,0.870389,9.629316,1.650449,9.80843,80.312843,84.835098,1,2,3,0
1869.744141,0.00244,0.875175,9.669994,1.640878,9.847193,80.407822,84.828583,1,2,3,0
1869.746582,0.00244,0.891925,9.631709,1.669592,9.81595,80.206963,84.709328,1,2,3,0
1869.749023,0.00244,0.858425,9.667602,1.636092,9.842571,80.431534,84.925789,1,2,3,0
1869.751465,0.00244,0.860818,9.61496,1.652842,9.793893,80.284119,84.884003,1,2,3,0
1869.753906,0.00244,0.889532,9.646067,1.662413,9.828606,80.262161,84.731255,1,2,3,0
1869.756348,0.00244,0.884746,9.655638,1.679163,9.840412,80.174995,84.76461,1,2,3,0
1869.758789,0.00244,0.884746,9.643674,1.650449,9.823808,80.328148,84.758148,1,2,3,0
1869.761353,0.00244,0.856032,9.638887,1.683949,9.822251,80.128311,84.924858,1,2,3,0
1869.763672,0.00244,0.83689,9.669994,1.681556,9.850726,80.171257,85.053658,1,2,3,0
1869.766113,0.00244,0.89671,9.655638,1.671985,9.840273,80.21727,84.694214,1,2,3,0
1869.768555,0.00244,0.860818,9.64128,1.652842,9.819734,80.309937,84.897896,1,2,3,0
1869.770996,0.00244,0.846461,9.638887,1.686342,9.821833,80.113724,84.981316,1,2,3,0
1869.773438,0.00244,0.810569,9.626924,1.686342,9.80706,80.098679,85.187157,1,2,3,0
1869.775879,0.00244,0.858425,9.634102,1.679163,9.816944,80.151276,84.908234,1,2,3,0
1869.77832,0.00244,0.810569,9.588638,1.683949,9.769068,80.074028,85.16803,1,2,3,0
1869.78064,0.00244,0.834497,9.602996,1.683949,9.785172,80.09053,85.033493,1,2,3,0
1869.783203,0.00244,0.865604,9.669994,1.681556,9.853207,80.173759,84.884834,1,2,3,0
1869.785645,0.00244,0.853639,9.61496,1.652842,9.793264,80.283493,84.926445,1,2,3,0
1869.788086,0.00244,0.858425,9.631709,1.679163,9.814596,80.148895,84.906975,1,2,3,0
1869.790527,0.00244,0.863211,9.626924,1.686342,9.811551,80.103256,84.876198,1,2,3,0
1869.792847,0.00244,0.889532,9.629316,1.722234,9.822478,79.901787,84.722137,1,2,3,0
1869.79541,0.00244,0.877568,9.629316,1.671985,9.812716,80.189529,84.792732,1,2,3,0
1869.797852,0.00244,0.889532,9.64128,1.662413,9.823908,80.257462,84.728653,1,2,3,0
1869.800171,0.00244,0.858425,9.58146,1.69352,9.767767,80.015694,84.880409,1,2,3,0
1869.802734,0.00244,0.870389,9.61496,1.683949,9.800036,80.105713,84.827431,1,2,3,0
1869.805176,0.00244,0.875175,9.593424,1.681556,9.778923,80.098366,84.787529,1,2,3,0
1869.807617,0.00244,0.867996,9.607781,1.669592,9.790322,80.181076,84.837738,1,2,3,0
1869.810059,0.00244,0.82014,9.617352,1.6337,9.789539,80.39341,85.125778,1,2,3,0
1869.812378,0.00244,0.82014,9.545568,1.660021,9.723485,80.170151,85.089294,1,2,3,0
1869.814941,0.00244,0.834497,9.571889,1.664806,9.75136,80.169991,85.017433,1,2,3,0
1869.817383,0.00244,0.870389,9.607781,1.662413,9.789313,80.222694,84.823586,1,2,3,0
1869.819702,0.00244,0.793819,9.600603,1.645664,9.772919,80.305763,85.273293,1,2,3,0
1869.822266,0.00244,0.856032,9.610174,1.648057,9.787969,80.306602,84.909775,1,2,3,0
1869.824585,0.00244,0.853639,9.600603,1.636092,9.776353,80.366104,84.9189,1,2,3,0
1869.827148,0.00244,0.844068,9.602996,1.624128,9.775877,80.436745,84.976822,1,2,3,0
1869.82959,0.00244,0.844068,9.612567,1.662413,9.791706,80.225105,84.981796,1,2,3,0
1869.831909,0.00244,0.863211,9.619745,1.655235,9.799206,80.275246,84.872398,1,2,3,0
1869.834473,0.00244,0.853639,9.629316,1.662413,9.808978,80.242485,84.933968,1,2,3,0
1869.836792,0.00244,0.882353,9.624531,1.683949,9.810495,80.116364,84.761902,1,2,3,0
1869.839233,0.00244,0.867996,9.617352,1.67677,9.800941,80.149231,84.84285,1,2,3,0
1869.841797,0.00244,0.863211,9.605389,1.662413,9.786329,80.219681,84.864777,1,2,3,0
1869.844116,0.00244,0.791426,9.624531,1.667199,9.799872,80.204941,85.299141,1,2,3,0
1869.84668,0.00244,0.822533,9.624531,1.628914,9.795995,80.428185,85.11525,1,2,3,0
1869.849121,0.00244,0.812962,9.591031,1.638485,9.763883,80.339439,85.155037,1,2,3,0
1869.85144,0.00244,0.853639,9.58146,1.614557,9.753967,80.472076,84.908798,1,2,3,0
1869.854004,0.00244,0.863211,9.602996,1.607379,9.77478,80.535217,84.863503,1,2,3,0
1869.856323,0.00244,0.846461,9.600603,1.669592,9.781391,80.17202,84.961403,1,2,3,0
1869.858765,0.00244,0.887139,9.631709,1.67677,9.816741,80.165245,84.737556,1,2,3,0
1869.861328,0.00244,0.865604,9.622138,1.652842,9.801362,80.291595,84.859535,1,2,3,0
1869.863648,0.00244,0.863211,9.629316,1.6337,9.804991,80.408691,84.877464,1,2,3,0
1869.866211,0.00244,0.867996,9.650852,1.614557,9.823399,80.540039,84.860657,1,2,3,0
1869.86853,0.00244,0.853639,9.658031,1.6337,9.832356,80.435638,84.948952,1,2,3,0
1869.870972,0.00244,0.889532,9.626924,1.643271,9.806593,80.353554,84.720833,1,2,3,0
1869.873535,0.00244,0.882353,9.602996,1.650449,9.783663,80.288078,84.750221,1,2,3,0
1869.875855,0.00244,0.858425,9.617352,1.660021,9.797246,80.244888,84.899414,1,2,3,0
1869.878296,0.00244,0.889532,9.64128,1.638485,9.819887,80.395058,84.728653,1,2,3,0
1869.880737,0.00244,0.844068,9.610174,1.636092,9.784922,80.374619,84.980553,1,2,3,0
1869.883179,0.00244,0.844068,9.648459,1.609771,9.818176,80.563278,85.000366,1,2,3,0
1869.885742,0.00244,0.867996,9.629316,1.628914,9.804617,80.436684,84.84922,1,2,3,0
1869.888062,0.00244,0.822533,9.626924,1.643271,9.800743,80.34774,85.116455,1,2,3,0
1869.890503,0.00244,0.829711,9.576674,1.643271,9.751998,80.299026,85.048332,1,2,3,0
1869.892944,0.00244,0.844068,9.605389,1.660021,9.784253,80.231804,84.978065,1,2,3,0
1869.895386,0.00244,0.844068,9.58146,1.6337,9.756321,80.36039,84.965591,1,2,3,0
1869.897827,0.00244,0.894317,9.64128,1.624128,9.817937,80.478096,84.700455,1,2,3,0
1869.900269,0.00244,0.860818,9.643674,1.662413,9.823699,80.257248,84.899155,1,2,3,0
1869.90271,0.00244,0.848854,9.665209,1.645664,9.840986,80.373459,84.980835,1,2,3,0
1869.905151,0.00244,0.858425,9.61496,1.619343,9.788085,80.477196,84.898148,1,2,3,0
1869.907593,0.00244,0.851247,9.638887,1.631307,9.812947,80.43071,84.953087,1,2,3,0
1869.910034,0.00244,0.891925,9.650852,1.6002,9.823193,80.624725,84.719765,1,2,3,0
1869.912476,0.00244,0.865604,9.646067,1.643271,9.823248,80.370064,84.872215,1,2,3,0
1869.914917,0.00244,0.860818,9.648459,1.612164,9.820023,80.550911,84.901672,1,2,3,0
1869.917358,0.00244,0.865604,9.612567,1.61695,9.785972,80.489319,84.854439,1,2,3,0
1869.9198,0.00244,0.851247,9.643674,1.638485,9.818844,80.394028,84.955582,1,2,3,0
1869.922241,0.00244,0.815354,9.624531,1.655235,9.799806,80.275848,85.157677,1,2,3,0
1869.924561,0.00244,0.827318,9.64128,1.667199,9.819282,80.224487,85.095459,1,2,3,0
1869.927124,0.00244,0.815354,9.631709,1.643271,9.804844,80.351814,85.16127,1,2,3,0
1869.929565,0.00244,0.856032,9.689137,1.640878,9.864312,80.424629,84.951042,1,2,3,0
1869.932007,0.00244,0.844068,9.696316,1.655235,9.872729,80.348366,85.024918,1,2,3,0
1869.934448,0.00244,0.865604,9.662816,1.674378,9.844939,80.207825,84.881058,1,2,3,0
1869.936768,0.00244,0.867996,9.653245,1.667199,9.834537,80.239799,84.861923,1,2,3,0
1869.939331,0.00244,0.872782,9.67478,1.671985,9.856909,80.233948,84.845184,1,2,3,0
1869.941773,0.00244,0.851247,9.696316,1.645664,9.871746,80.40374,84.982826,1,2,3,0
1869.944092,0.00244,0.848854,9.667602,1.681556,9.849401,80.169922,84.982071,1,2,3,0
1869.946655,0.00244,0.863211,9.626924,1.667199,9.808279,80.213417,84.876198,1,2,3,0
1869.949097,0.00244,0.877568,9.634102,1.643271,9.812563,80.359482,84.795303,1,2,3,0
1869.951538,0.00244,0.853639,9.684352,1.650449,9.861002,80.364983,84.962608,1,2,3,0
1869.95398,0.00244,0.832104,9.667602,1.621736,9.837934,80.511765,85.080597,1,2,3,0
1869.956299,0.00244,0.870389,9.648459,1.597807,9.81852,80.634377,84.845291,1,2,3,0
1869.958862,0.00244,0.865604,9.650852,1.609771,9.822402,80.567368,84.874748,1,2,3,0
1869.961304,0.00244,0.848854,9.653245,1.61695,9.82447,80.526932,84.974648,1,2,3,0
1869.963623,0.00244,0.83689,9.689137,1.643271,9.863069,80.409309,85.063385,1,2,3,0
1869.966187,0.00244,0.796212,9.696316,1.609771,9.86123,80.604851,85.305695,1,2,3,0
1869.968506,0.00244,0.851247,9.710672,1.61695,9.881108,80.581734,84.990204,1,2,3,0
1869.971069,0.00244,0.858425,9.715458,1.621736,9.887216,80.559486,84.950653,1,2,3,0
1869.973511,0.00244,0.887139,9.739387,1.664806,9.920396,80.339111,84.795418,1,2,3,0
1869.97583,0.00244,0.83689,9.739387,1.643271,9.912436,80.457527,85.08873,1,2,3,0
1869.978394,0.00244,0.844068,9.715458,1.6337,9.88795,80.489914,85.034676,1,2,3,0
1869.980713,0.00244,0.882353,9.705887,1.628914,9.881101,80.511391,84.805573,1,2,3,0
1869.983154,0.00244,0.83689,9.70828,1.655235,9.88387,80.359344,85.073074,1,2,3,0
1869.985718,0.00244,0.879961,9.715458,1.667199,9.896667,80.301666,84.824654,1,2,3,0
1869.988037,0.00244,0.877568,9.722636,1.664806,9.903099,80.322075,84.842445,1,2,3,0
1869.990601,0.00244,0.865604,9.705887,1.662413,9.885198,80.318451,84.903656,1,2,3,0
1869.99292,0.00244,0.872782,9.705887,1.655235,9.884624,80.360085,84.86161,1,2,3,0
1869.995361,0.00244,0.824926,9.67478,1.686342,9.855233,80.14756,85.126434,1,2,3,0
1869.997925,0.00244,0.822533,9.686745,1.660021,9.862314,80.309868,85.146477,1,2,3,0
1870.000244,0.00244,0.853639,9.686745,1.679163,9.868196,80.202934,84.963852,1,2,3,0
1870.002686,0.00244,0.841675,9.684352,1.669592,9.863195,80.254333,85.03286,1,2,3,0
1870.005249,0.00244,0.860818,9.698709,1.667199,9.878538,80.283699,84.927948,1,2,3,0
1870.007568,0.00244,0.875175,9.705887,1.652842,9.884435,80.37397,84.847603,1,2,3,0
1870.01001,0.00244,0.846461,9.717851,1.657628,9.894486,80.355736,85.021889,1,2,3,0
1870.012451,0.00244,0.844068,9.727423,1.671985,9.906096,80.282906,85.040749,1,2,3,0
1870.014893,0.00244,0.887139,9.753743,1.67677,9.936502,80.284935,84.80304,1,2,3,0
1870.017456,0.00244,0.877568,9.746565,1.674378,9.928203,80.290741,84.855042,1,2,3,0
1870.019775,0.00244,0.848854,9.703494,1.671985,9.88301,80.259987,85.000542,1,2,3,0
1870.022217,0.00244,0.903889,9.70828,1.657628,9.890169,80.351486,84.680817,1,2,3,0
1870.024658,0.00244,0.884746,9.679565,1.688735,9.865525,80.143837,84.777473,1,2,3,0
1870.0271,0.00244,0.879961,9.672387,1.686342,9.857644,80.149994,84.801735,1,2,3,0
1870.029541,0.00244,0.884746,9.710672,1.695913,9.897275,80.133591,84.794113,1,2,3,0
1870.031982,0.00244,0.884746,9.672387,1.703092,9.860951,80.054543,84.773621,1,2,3,0
1870.034424,0.00244,0.846461,9.658031,1.712663,9.845164,79.981873,84.991211,1,2,3,0
1870.036865,0.00244,0.844068,9.679565,1.688735,9.86196,80.140236,85.016357,1,2,3,0
1870.039307,0.00244,0.851247,9.696316,1.707877,9.882308,80.04808,84.982826,1,2,3,0
1870.041748,0.00244,0.841675,9.681958,1.695913,9.865336,80.101326,85.031631,1,2,3,0
1870.04419,0.00244,0.882353,9.701101,1.67677,9.884406,80.233231,84.803024,1,2,3,0
1870.046631,0.00244,0.848854,9.705887,1.686342,9.887797,80.180328,85.001762,1,2,3,0
1870.049072,0.00244,0.884746,9.686745,1.681556,9.871344,80.191994,84.781326,1,2,3,0
1870.051514,0.00244,0.875175,9.681958,1.71027,9.870728,80.022186,84.834938,1,2,3,0
1870.053955,0.00244,0.865604,9.701101,1.681556,9.883738,80.204414,84.901154,1,2,3,0
1870.056397,0.00244,0.865604,9.736994,1.695913,9.921413,80.157837,84.919846,1,2,3,0
1870.058838,0.00244,0.891925,9.713065,1.695913,9.900268,80.136604,84.753395,1,2,3,0
1870.061279,0.00244,0.882353,9.732208,1.698306,9.918602,80.140991,84.819542,1,2,3,0
1870.063721,0.00244,0.891925,9.746565,1.681556,9.930695,80.251183,84.771332,1,2,3,0
1870.066162,0.00244,0.848854,9.686745,1.71027,9.873125,80.024635,84.991936,1,2,3,0
1870.068481,0.00244,0.834497,9.684352,1.688735,9.865845,80.144157,85.075012,1,2,3,0
1870.071045,0.00244,0.875175,9.638887,1.695913,9.825996,80.061295,84.811981,1,2,3,0
1870.073486,0.00244,0.829711,9.650852,1.669592,9.829288,80.220383,85.086205,1,2,3,0
1870.075928,0.00244,0.841675,9.638887,1.664806,9.817747,80.237114,85.009544,1,2,3,0
1870.078369,0.00244,0.856032,9.655638,1.669592,9.836243,80.227364,84.933617,1,2,3,0
1870.080689,0.00244,0.863211,9.631709,1.681556,9.815426,80.135559,84.878731,1,2,3,0
1870.083252,0.00244,0.858425,9.658031,1.705484,9.844954,80.024071,84.920784,1,2,3,0
1870.085693,0.00244,0.832104,9.646067,1.700699,9.830126,80.037193,85.069664,1,2,3,0
1870.088013,0.00244,0.841675,9.646067,1.719841,9.83427,79.928185,85.013237,1,2,3,0
1870.090576,0.00244,0.848854,9.667602,1.72702,9.857265,79.909546,84.982071,1,2,3,0
1870.093018,0.00244,0.841675,9.650852,1.683949,9.832754,80.138962,85.015701,1,2,3,0
1870.095337,0.00244,0.863211,9.725029,1.71027,9.911929,80.064079,84.92762,1,2,3,0
1870.0979,0.00244,0.872782,9.698709,1.707877,9.886534,80.052376,84.857834,1,2,3,0
1870.10022,0.00244,0.889532,9.722636,1.669592,9.904971,80.295837,84.772514,1,2,3,0
1870.102783,0.00244,0.851247,9.729815,1.71027,9.915592,80.067787,85.000008,1,2,3,0
1870.105225,0.00244,0.887139,9.710672,1.722234,9.902033,79.983757,84.780113,1,2,3,0
1870.107544,0.00244,0.846461,9.698709,1.683949,9.880138,80.186722,85.012115,1,2,3,0
1870.110107,0.00244,0.867996,9.638887,1.705484,9.827016,80.005676,84.854309,1,2,3,0
1870.112427,0.00244,0.856032,9.655638,1.722234,9.845314,79.925453,84.933617,1,2,3,0
1870.114868,0.00244,0.846461,9.67478,1.700699,9.859526,80.067207,84.99984,1,2,3,0
1870.117432,0.00244,0.839283,9.679565,1.703092,9.86402,80.057663,85.044472,1,2,3,0
1870.119751,0.00244,0.860818,9.672387,1.67677,9.854321,80.203117,84.914223,1,2,3,0
1870.122315,0.00244,0.827318,9.653245,1.667199,9.83103,80.236282,85.101509,1,2,3,0
1870.124634,0.00244,0.887139,9.677173,1.700699,9.865448,80.073227,84.762146,1,2,3,0
1870.127075,0.00244,0.856032,9.705887,1.695913,9.890053,80.126312,84.959709,1,2,3,0
1870.129639,0.00244,0.865604,9.684352,1.698306,9.870166,80.092117,84.89238,1,2,3,0
1870.131958,0.00244,0.856032,9.693923,1.71027,9.880788,80.032448,84.953522,1,2,3,0
1870.134399,0.00244,0.872782,9.693923,1.695913,9.879778,80.115944,84.855309,1,2,3,0
1870.136841,0.00244,0.839283,9.689137,1.703092,9.873414,80.067223,85.049339,1,2,3,0
1870.139282,0.00244,0.856032,9.672387,1.698306,9.857591,80.079353,84.942345,1,2,3,0
1870.141846,0.00244,0.856032,9.717851,1.724627,9.906753,79.974525,84.965889,1,2,3,0
1870.144165,0.00244,0.894317,9.684352,1.683949,9.870267,80.176811,84.723892,1,2,3,0
1870.146606,0.00244,0.860818,9.660423,1.655235,9.838932,80.314888,84.907951,1,2,3,0
1870.14917,0.00244,0.810569,9.686745,1.640878,9.85812,80.418556,85.216743,1,2,3,0
1870.151489,0.00244,0.829711,9.646067,1.662413,9.823372,80.25692,85.083778,1,2,3,0
1870.153931,0.00244,0.815354,9.650852,1.688735,9.831356,80.109238,85.170822,1,2,3,0
1870.156372,0.00244,0.829711,9.634102,1.679163,9.814475,80.148773,85.077698,1,2,3,0
1870.158814,0.00244,0.810569,9.662816,1.640878,9.834608,80.395432,85.204948,1,2,3,0
1870.161377,0.00244,0.841675,9.646067,1.657628,9.823582,80.285454,85.013237,1,2,3,0
1870.163696,0.00244,0.841675,9.617352,1.648057,9.793773,80.312408,84.998428,1,2,3,0
1870.166138,0.00244,0.848854,9.638887,1.631307,9.81274,80.430504,84.967201,1,2,3,0
1870.168579,0.00244,0.899103,9.64128,1.626521,9.818769,80.464752,84.672256,1,2,3,0
1870.171021,0.00244,0.879961,9.638887,1.612164,9.812317,80.543427,84.783768,1,2,3,0
1870.173462,0.00244,0.899103,9.626924,1.6002,9.800341,80.602669,84.66436,1,2,3,0
1870.175903,0.00244,0.925424,9.662816,1.604986,9.838821,80.611504,84.529373,1,2,3,0
1870.178345,0.00244,0.954138,9.650852,1.590629,9.827483,80.68541,84.35376,1,2,3,0
1870.180664,0.00244,0.903889,9.64128,1.588236,9.81294,80.685638,84.644066,1,2,3,0
1870.183228,0.00244,0.944567,9.643674,1.576272,9.817193,80.76046,84.405907,1,2,3,0
1870.185669,0.00244,0.932603,9.631709,1.566701,9.802761,80.803413,84.469505,1,2,3,0
1870.18811,0.00244,0.954138,9.638887,1.578665,9.813802,80.743088,84.346802,1,2,3,0
1870.190552,0.00244,0.94696,9.648459,1.564308,9.820212,80.834038,84.394592,1,2,3,0
1870.192993,0.00244,0.934995,9.617352,1.564308,9.788501,80.804085,84.447174,1,2,3,0
1870.195435,0.00244,0.91346,9.662816,1.593022,9.835758,80.679192,84.599678,1,2,3,0
1870.197876,0.00244,0.899103,9.667602,1.58345,9.837592,80.737427,84.686684,1,2,3,0
1870.200195,0.00244,0.911067,9.681958,1.593022,9.854343,80.696922,84.624329,1,2,3,0
1870.202759,0.00244,0.93021,9.672387,1.624128,9.85181,80.511139,84.50666,1,2,3,0
1870.2052,0.00244,0.884746,9.672387,1.640878,9.850397,80.410973,84.773621,1,2,3,0
1870.207642,0.00244,0.879961,9.715458,1.626521,9.889894,80.533958,84.824654,1,2,3,0
1870.210083,0.00244,0.891925,9.693923,1.590629,9.863963,80.720161,84.743095,1,2,3,0
1870.212402,0.00244,0.908674,9.669994,1.595415,9.842755,80.671761,84.631767,1,2,3,0
1870.214966,0.00244,0.884746,9.715458,1.609771,9.887581,80.630112,84.796661,1,2,3,0
1870.217407,0.00244,0.901496,9.720243,1.581058,9.889164,80.800201,84.701309,1,2,3,0
1870.219727,0.00244,0.915853,9.725029,1.614557,9.900595,80.614471,84.620049,1,2,3,0
1870.22229,0.00244,0.918246,9.727423,1.581058,9.89776,80.808258,84.607391,1,2,3,0
1870.224609,0.00244,0.875175,9.693923,1.602593,9.8644,80.650154,84.841278,1,2,3,0
1870.227173,0.00244,0.879961,9.684352,1.590629,9.853481,80.710205,84.808121,1,2,3,0
1870.229614,0.00244,0.918246,9.727423,1.588236,9.89891,80.767242,84.607391,1,2,3,0
1870.231934,0.00244,0.925424,9.701101,1.614557,9.877984,80.592796,84.550835,1,2,3,0
1870.234497,0.00244,0.908674,9.746565,1.626521,9.923043,80.565872,84.673698,1,2,3,0
1870.236939,0.00244,0.882353,9.732208,1.6002,9.902276,80.700264,84.819542,1,2,3,0
1870.239258,0.00244,0.89671,9.720243,1.636092,9.897677,80.485298,84.729279,1,2,3,0
1870.241821,0.00244,0.887139,9.722636,1.671985,9.905161,80.281982,84.786499,1,2,3,0
1870.244141,0.00244,0.887139,9.701101,1.650449,9.880404,80.384079,84.774994,1,2,3,0
1870.246704,0.00244,0.894317,9.705887,1.660021,9.887351,80.334641,84.735535,1,2,3,0
1870.249146,0.00244,0.872782,9.679565,1.664806,9.860392,80.279747,84.847717,1,2,3,0
1870.251465,0.00244,0.889532,9.689137,1.6337,9.866085,80.468636,84.754547,1,2,3,0
1870.254028,0.00244,0.906282,9.669994,1.628914,9.84802,80.479225,84.645821,1,2,3,0
1870.256348,0.00244,0.882353,9.648459,1.626521,9.824301,80.470177,84.774826,1,2,3,0
1870.258789,0.00244,0.870389,9.677173,1.657628,9.856621,80.318329,84.860504,1,2,3,0
1870.261353,0.00244,0.911067,9.669994,1.648057,9.851645,80.369858,84.617714,1,2,3,0
1870.263672,0.00244,0.911067,9.669994,1.640878,9.850448,80.411026,84.617714,1,2,3,0
1870.266235,0.00244,0.877568,9.624531,1.655235,9.805178,80.281227,84.790161,1,2,3,0
1870.268555,0.00244,0.911067,9.648459,1.626521,9.826921,80.47274,84.605774,1,2,3,0
1870.270996,0.00244,0.879961,9.648459,1.624128,9.82369,80.483727,84.788918,1,2,3,0
1870.27356,0.00244,0.923031,9.701101,1.657628,9.884892,80.346283,84.564835,1,2,3,0
1870.275879,0.00244,0.884746,9.713065,1.612164,9.88562,80.614182,84.795387,1,2,3,0
1870.27832,0.00244,0.887139,9.686745,1.619343,9.861152,80.548401,84.767288,1,2,3,0
1870.280762,0.00244,0.891925,9.703494,1.624128,9.878822,80.537323,84.748253,1,2,3,0
1870.283203,0.00244,0.906282,9.729815,1.619343,9.905197,80.590813,84.678551,1,2,3,0
1870.285767,0.00244,0.901496,9.705887,1.6002,9.878137,80.677338,84.693512,1,2,3,0
1870.288086,0.00244,0.894317,9.679565,1.607379,9.852789,80.610832,84.721298,1,2,3,0
1870.290527,0.00244,0.958924,9.679565,1.612164,9.859645,80.589233,84.342354,1,2,3,0
1870.293091,0.00244,0.963709,9.734601,1.619343,9.915315,80.600502,84.346237,1,2,3,0
1870.29541,0.00244,0.911067,9.684352,1.612164,9.859807,80.589386,84.625648,1,2,3,0
1870.297852,0.00244,0.891925,9.686745,1.621736,9.861977,80.535103,84.73922,1,2,3,0
1870.300293,0.00244,0.915853,9.665209,1.650449,9.847793,80.351929,84.586945,1,2,3,0
1870.302734,0.00244,0.932603,9.653245,1.609771,9.830882,80.575584,84.481766,1,2,3,0
1870.305298,0.00244,0.949352,9.631709,1.6002,9.809777,80.611786,84.370804,1,2,3,0
1870.307617,0.00244,0.882353,9.67478,1.597807,9.84545,80.660225,84.788963,1,2,3,0
1870.310059,0.00244,0.882353,9.698709,1.6337,9.874841,80.477165,84.80175,1,2,3,0
1870.3125,0.00244,0.860818,9.715458,1.607379,9.885079,80.641777,84.936646,1,2,3,0
1870.314941,0.00244,0.901496,9.667602,1.631307,9.845628,80.462769,84.672623,1,2,3,0
1870.317383,0.00244,0.918246,9.689137,1.640878,9.869906,80.430107,84.586212,1,2,3,0
1870.319824,0.00244,0.877568,9.693923,1.624128,9.868134,80.526985,84.827248,1,2,3,0
1870.322266,0.00244,0.93021,9.679565,1.667199,9.866044,80.271271,84.510712,1,2,3,0
1870.324585,0.00244,0.937388,9.693923,1.669592,9.881213,80.272278,84.476753,1,2,3,0
1870.327148,0.00244,0.944567,9.662816,1.67677,9.852603,80.201393,84.416916,1,2,3,0
1870.32959,0.00244,0.923031,9.655638,1.674378,9.843113,80.205986,84.539398,1,2,3,0
1870.332031,0.00244,0.908674,9.662816,1.631307,9.841589,80.458817,84.6278,1,2,3,0
1870.334473,0.00244,0.91346,9.638887,1.621736,9.816955,80.491295,84.586349,1,2,3,0
1870.336914,0.00244,0.934995,9.629316,1.612164,9.808008,80.53923,84.454033,1,2,3,0
1870.339356,0.00244,0.889532,9.586246,1.578665,9.756001,80.687752,84.698563,1,2,3,0
1870.341797,0.00244,0.889532,9.61496,1.631307,9.792849,80.410881,84.714302,1,2,3,0
1870.344116,0.00244,0.932603,9.634102,1.614557,9.812873,80.5298,84.470871,1,2,3,0
1870.34668,0.00244,0.915853,9.64128,1.604986,9.816773,80.590225,84.573593,1,2,3,0
1870.349121,0.00244,0.937388,9.655638,1.624128,9.836047,80.495796,84.454994,1,2,3,0
1870.351563,0.00244,0.887139,9.658031,1.609771,9.831375,80.576057,84.751823,1,2,3,0
1870.354004,0.00244,0.887139,9.67478,1.638485,9.852564,80.427216,84.760857,1,2,3,0
1870.356323,0.00244,0.899103,9.653245,1.662413,9.836521,80.270073,84.678825,1,2,3,0
1870.358887,0.00244,0.901496,9.653245,1.671985,9.838362,80.215355,84.664742,1,2,3,0
1870.361328,0.00244,0.906282,9.67478,1.626521,9.852324,80.497528,84.648453,1,2,3,0
1870.363648,0.00244,0.908674,9.672387,1.638485,9.852177,80.426834,84.633087,1,2,3,0
1870.366211,0.00244,0.884746,9.660423,1.655235,9.841054,80.317001,84.767189,1,2,3,0
1870.36853,0.00244,0.894317,9.643674,1.645664,9.823872,80.356529,84.701759,1,2,3,0
1870.371094,0.00244,0.882353,9.64128,1.671985,9.824885,80.201797,84.770958,1,2,3,0
1870.373535,0.00244,0.860818,9.631709,1.691127,9.81686,80.080307,84.892853,1,2,3,0
1870.375855,0.00244,0.822533,9.636495,1.681556,9.816629,80.13678,85.121284,1,2,3,0
1870.378418,0.00244,0.851247,9.607781,1.671985,9.789261,80.165787,84.936829,1,2,3,0
1870.380737,0.00244,0.856032,9.598209,1.669592,9.779875,80.170486,84.903465,1,2,3,0
1870.383179,0.00244,0.851247,9.638887,1.671985,9.819792,80.196671,84.953087,1,2,3,0
1870.385742,0.00244,0.856032,9.64128,1.674378,9.822964,80.185699,84.926117,1,2,3,0
1870.388062,0.00244,0.872782,9.631709,1.650449,9.810991,80.315392,84.822258,1,2,3,0
1870.390625,0.00244,0.875175,9.665209,1.645664,9.843292,80.375732,84.826035,1,2,3,0
1870.393066,0.00244,0.875175,9.669994,1.688735,9.85528,80.133492,84.828583,1,2,3,0
1870.395386,0.00244,0.867996,9.665209,1.657628,9.844665,80.306458,84.868248,1,2,3,0
1870.397949,0.00244,0.901496,9.696316,1.657628,9.878207,80.339691,84.688309,1,2,3,0
1870.400269,0.00244,0.872782,9.681958,1.662413,9.862337,80.295792,84.848984,1,2,3,0
1870.40271,0.00244,0.872782,9.650852,1.667199,9.832612,80.237869,84.832474,1,2,3,0
1870.405273,0.00244,0.889532,9.69153,1.683949,9.876878,80.183456,84.755829,1,2,3,0
